bout_id,fighter_id,round,fighter,h_ss_s,h_ss_s_pr_di,h_ss_s_p15m,h_ss_s_p15m_di,h_ss_a,h_ss_a_pr_di,h_ss_a_p15m,h_ss_a_p15m_di,b_ss_s,b_ss_s_pr_di,b_ss_s_p15m,b_ss_s_p15m_di,b_ss_a,b_ss_a_pr_di,b_ss_a_p15m,b_ss_a_p15m_di,l_ss_s,l_ss_s_pr_di,l_ss_s_p15m,l_ss_s_p15m_di,l_ss_a,l_ss_a_pr_di,l_ss_a_p15m,l_ss_a_p15m_di
000da3152b7b5ab1,d1a1314976c50bef,3,Josh Neer,5,-1,15.0,-3.0,9,-11,27.0,-33.0,0,-2,0.0,-6.0,0,-3,0.0,-9.0,0,0,0.0,0.0,0,0,0.0,0.0
000da3152b7b5ab1,d1a1314976c50bef,2,Josh Neer,7,0,21.0,0.0,18,-1,54.0,-3.0,0,-5,0.0,-15.0,1,-5,3.0,-15.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
000da3152b7b5ab1,d1a1314976c50bef,1,Josh Neer,5,-4,15.0,-12.0,9,-24,27.0,-72.0,1,-1,3.0,-3.0,1,-2,3.0,-6.0,1,-2,3.0,-6.0,1,-2,3.0,-6.0
0019ec81fd706ade,85073dbd1be65ed9,1,Greg Hardy,12,9,36.0,27.0,31,9,93.0,27.0,0,-5,0.0,-15.0,0,-9,0.0,-27.0,7,6,21.0,18.0,8,7,24.0,21.0
0019ec81fd706ade,85073dbd1be65ed9,2,Greg Hardy,5,0,15.0,0.0,18,-13,54.0,-39.0,3,1,9.0,3.0,3,-1,9.0,-3.0,10,10,30.0,30.0,10,10,30.0,30.0
0019ec81fd706ade,85073dbd1be65ed9,3,Greg Hardy,5,-2,15.0,-6.0,23,-2,69.0,-6.0,2,-1,6.0,-3.0,2,-3,6.0,-9.0,10,10,30.0,30.0,10,10,30.0,30.0
0027e179b743c86c,91ea901c458e95dd,1,Jared Rosholt,4,1,12.0,3.0,10,-3,30.0,-9.0,1,-1,3.0,-3.0,1,-1,3.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0
0027e179b743c86c,91ea901c458e95dd,2,Jared Rosholt,9,6,27.0,18.0,20,3,60.0,9.0,2,2,6.0,6.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
0027e179b743c86c,91ea901c458e95dd,3,Jared Rosholt,6,5,28.124999999999996,23.437499999999996,11,7,51.5625,32.8125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
002921976d27b7da,ebc1f40e00e0c481,1,Stefan Struve,0,-12,0.0,-42.68774703557312,3,-15,10.67193675889328,-53.35968379446639,2,-3,7.114624505928853,-10.671936758893281,2,-4,7.114624505928853,-14.229249011857707,0,0,0.0,0.0,0,-1,0.0,-3.5573122529644263
002c1562708ac307,44470bfd9483c7ad,1,Katsunori Kikuno,17,-18,62.19512195121951,-65.85365853658539,37,-26,135.3658536585366,-95.1219512195122,4,3,14.634146341463415,10.975609756097562,5,3,18.29268292682927,10.975609756097562,1,-1,3.658536585365854,-3.658536585365854,2,0,7.317073170731708,0.0
002cb1bb411c5f60,d897897060f10a3a,4,Rich Franklin,19,17,57.0,51.0,40,27,120.0,81.0,5,4,15.0,12.0,7,4,21.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
002cb1bb411c5f60,d897897060f10a3a,5,Rich Franklin,5,4,15.0,12.0,13,10,39.0,30.0,6,3,18.0,9.0,6,2,18.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0
002cb1bb411c5f60,d897897060f10a3a,2,Rich Franklin,23,23,69.0,69.0,49,42,147.0,126.0,11,10,33.0,30.0,14,11,42.0,33.0,1,1,3.0,3.0,1,1,3.0,3.0
002cb1bb411c5f60,d897897060f10a3a,3,Rich Franklin,15,10,45.0,30.0,35,17,105.0,51.0,10,8,30.0,24.0,12,10,36.0,30.0,0,0,0.0,0.0,0,0,0.0,0.0
002cb1bb411c5f60,d897897060f10a3a,1,Rich Franklin,20,17,60.0,51.0,53,37,159.0,111.0,10,7,30.0,21.0,12,9,36.0,27.0,2,2,6.0,6.0,2,2,6.0,6.0
0031c043c9f14eb8,f9f07bb5a43535ed,2,Carlos Condit,10,-2,30.0,-6.0,47,16,141.0,48.0,5,3,15.0,9.0,7,5,21.0,15.0,8,6,24.0,18.0,10,8,30.0,24.0
0031c043c9f14eb8,f9f07bb5a43535ed,3,Carlos Condit,29,24,89.07849829351535,73.72013651877133,54,45,165.87030716723547,138.22525597269623,3,3,9.215017064846416,9.215017064846416,6,5,18.43003412969283,15.358361774744026,3,3,9.215017064846416,9.215017064846416,4,4,12.28668941979522,12.28668941979522
0031c043c9f14eb8,f9f07bb5a43535ed,1,Carlos Condit,4,-1,12.0,-3.0,23,3,69.0,9.0,2,0,6.0,0.0,9,5,27.0,15.0,8,7,24.0,21.0,10,9,30.0,27.0
003c84fc7c3fa028,873626e5547b5235,1,Kyle Prepolec,12,6,36.0,18.0,39,-3,117.0,-9.0,10,1,30.0,3.0,14,3,42.0,9.0,1,-9,3.0,-27.0,3,-8,9.0,-24.0
003c84fc7c3fa028,873626e5547b5235,2,Kyle Prepolec,10,-3,30.0,-9.0,44,-6,132.0,-18.0,8,1,24.0,3.0,10,-5,30.0,-15.0,2,-9,6.0,-27.0,5,-11,15.0,-33.0
003c84fc7c3fa028,873626e5547b5235,3,Kyle Prepolec,5,-8,15.0,-24.0,30,-3,90.0,-9.0,4,-7,12.0,-21.0,6,-7,18.0,-21.0,0,-10,0.0,-30.0,2,-8,6.0,-24.0
004885f7983f4658,31123249b0bbf52e,1,Matt Brown,14,-4,42.0,-12.0,49,1,147.0,3.0,8,3,24.0,9.0,11,3,33.0,9.0,0,-1,0.0,-3.0,1,0,3.0,0.0
004885f7983f4658,31123249b0bbf52e,2,Matt Brown,13,13,195.0,195.0,18,17,270.0,255.0,5,5,75.0,75.0,5,5,75.0,75.0,0,0,0.0,0.0,0,0,0.0,0.0
00494c77d2a88f8c,7ea1f74cef32f906,1,Rashid Magomedov,8,4,24.0,12.0,13,-6,39.0,-18.0,2,-11,6.0,-33.0,3,-14,9.0,-42.0,3,2,9.0,6.0,3,1,9.0,3.0
00494c77d2a88f8c,7ea1f74cef32f906,2,Rashid Magomedov,6,-1,18.0,-3.0,15,-3,45.0,-9.0,5,-1,15.0,-3.0,6,-6,18.0,-18.0,0,-7,0.0,-21.0,0,-7,0.0,-21.0
00494c77d2a88f8c,7ea1f74cef32f906,3,Rashid Magomedov,10,1,30.0,3.0,27,3,81.0,9.0,7,-2,21.0,-6.0,11,-4,33.0,-12.0,0,-4,0.0,-12.0,0,-6,0.0,-18.0
004b9368337d3cd6,d1152823307d7e7c,1,Rameau Thierry,7,6,21.0,18.0,27,9,81.0,27.0,6,1,18.0,3.0,6,1,18.0,3.0,13,13,39.0,39.0,13,13,39.0,39.0
0051d7fbb7893d27,b6c4451cb13c9303,2,Andy Ogle,2,-1,6.0,-3.0,4,-4,12.0,-12.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,6.0,6.0,2,2,6.0,6.0
0051d7fbb7893d27,b6c4451cb13c9303,3,Andy Ogle,12,7,36.0,21.0,25,14,75.0,42.0,6,5,18.0,15.0,9,7,27.0,21.0,3,3,9.0,9.0,3,2,9.0,6.0
0051d7fbb7893d27,b6c4451cb13c9303,1,Andy Ogle,0,-9,0.0,-27.0,5,-10,15.0,-30.0,2,-1,6.0,-3.0,3,0,9.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00566b4d89565373,d0314416a7f26527,2,Michael McDonald,5,-5,22.277227722772277,-22.277227722772277,18,-1,80.1980198019802,-4.455445544554465,0,-3,0.0,-13.366336633663366,0,-5,0.0,-22.277227722772277,1,-2,4.455445544554456,-8.91089108910891,1,-2,4.455445544554456,-8.91089108910891
00566b4d89565373,d0314416a7f26527,1,Michael McDonald,1,-9,3.0,-27.0,6,-10,18.0,-30.0,1,-1,3.0,-3.0,1,-1,3.0,-3.0,1,0,3.0,0.0,1,0,3.0,0.0
005723fb99440272,64a50dad704d1d49,2,Edson Barboza,2,-1,17.307692307692307,-8.653846153846153,8,1,69.23076923076923,8.653846153846153,2,1,17.307692307692307,8.653846153846153,2,0,17.307692307692307,0.0,8,8,69.23076923076923,69.23076923076923,8,8,69.23076923076923,69.23076923076923
005723fb99440272,64a50dad704d1d49,1,Edson Barboza,7,-3,21.0,-9.0,32,6,96.0,18.0,15,10,45.0,30.0,19,12,57.0,36.0,15,15,45.0,45.0,20,20,60.0,60.0
0064bbc554d85421,5d7bdab5e03e3216,1,CB Dollaway,4,4,19.78021978021978,19.78021978021978,13,11,64.28571428571429,54.3956043956044,0,-2,0.0,-9.89010989010989,1,-2,4.945054945054945,-9.89010989010989,2,2,9.89010989010989,9.89010989010989,2,2,9.89010989010989,9.89010989010989
0067048aaa2aa2da,7b310409440c9102,1,Lipeng Zhang,2,-1,6.0,-3.0,3,-12,9.0,-36.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,2,2,6.0,6.0,2,1,6.0,3.0
0067048aaa2aa2da,7b310409440c9102,2,Lipeng Zhang,2,2,6.0,6.0,9,0,27.0,0.0,5,4,15.0,12.0,7,4,21.0,12.0,2,0,6.0,0.0,2,-1,6.0,-3.0
0067048aaa2aa2da,7b310409440c9102,3,Lipeng Zhang,3,-1,9.0,-3.0,13,2,39.0,6.0,1,-1,3.0,-3.0,2,-2,6.0,-6.0,2,0,6.0,0.0,2,-1,6.0,-3.0
00684df5ed23e6ca,e9213f53ddeca978,1,Dhiego Lima,5,-8,52.94117647058823,-84.70588235294116,14,-24,148.23529411764704,-254.1176470588235,1,1,10.588235294117645,10.588235294117645,2,2,21.17647058823529,21.17647058823529,0,0,0.0,0.0,0,-1,0.0,-10.588235294117645
0071c5d16e6e07f6,f59f1d3a2ff13edd,2,Eric Schafer,1,-5,9.89010989010989,-49.45054945054945,2,-11,19.78021978021978,-108.7912087912088,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0071c5d16e6e07f6,f59f1d3a2ff13edd,1,Eric Schafer,2,2,6.0,6.0,4,0,12.0,0.0,1,1,3.0,3.0,1,1,3.0,3.0,2,2,6.0,6.0,2,2,6.0,6.0
00720c46f864fe03,bf43fed8f29e1671,1,Marcin Held,5,-8,15.0,-24.0,22,-9,66.0,-27.0,0,-2,0.0,-6.0,2,0,6.0,0.0,1,1,3.0,3.0,3,3,9.0,9.0
00720c46f864fe03,bf43fed8f29e1671,2,Marcin Held,2,2,6.0,6.0,9,3,27.0,9.0,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
00720c46f864fe03,bf43fed8f29e1671,3,Marcin Held,13,9,39.0,27.0,39,18,117.0,54.0,2,1,6.0,3.0,2,0,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0072df705378477c,c80095f6092271a7,1,Tim Boetsch,10,8,30.0,24.0,19,7,57.0,21.0,5,0,15.0,0.0,7,-2,21.0,-6.0,4,-1,12.0,-3.0,6,0,18.0,0.0
0072df705378477c,c80095f6092271a7,3,Tim Boetsch,13,9,39.0,27.0,24,12,72.0,36.0,5,5,15.0,15.0,6,5,18.0,15.0,2,0,6.0,0.0,2,0,6.0,0.0
0072df705378477c,c80095f6092271a7,2,Tim Boetsch,12,10,36.0,30.0,38,16,114.0,48.0,7,4,21.0,12.0,8,5,24.0,15.0,2,-3,6.0,-9.0,2,-3,6.0,-9.0
00731068c3195f7f,c0eecd851dbf3146,1,CJ Keith,3,-2,18.120805369127517,-12.080536912751676,5,-9,30.201342281879192,-54.36241610738254,0,0,0.0,0.0,0,-1,0.0,-6.040268456375839,2,2,12.080536912751677,12.080536912751677,2,2,12.080536912751677,12.080536912751677
00742aea8da72a35,c03a5022f8439f2a,1,Chad Laprise,14,12,131.25,112.5,31,17,290.625,159.375,0,0,0.0,0.0,1,1,9.375,9.375,3,1,28.124999999999996,9.374999999999996,3,1,28.124999999999996,9.374999999999996
008d0158831dcbd4,1fcfc3709fe58151,1,Peter Sobotta,2,1,10.169491525423728,5.084745762711864,9,2,45.762711864406775,10.16949152542373,2,2,10.169491525423728,10.169491525423728,2,0,10.169491525423728,0.0,2,0,10.169491525423728,0.0,2,-1,10.169491525423728,-5.084745762711863
008d1123cc90f003,ebc1f40e00e0c481,1,Stefan Struve,7,4,21.0,12.0,30,20,90.0,60.0,7,5,21.0,15.0,8,6,24.0,18.0,5,-8,15.0,-24.0,5,-9,15.0,-27.0
008d1123cc90f003,ebc1f40e00e0c481,2,Stefan Struve,3,-2,13.366336633663366,-8.910891089108912,25,16,111.38613861386139,71.2871287128713,3,1,13.366336633663366,4.455445544554454,4,2,17.821782178217823,8.910891089108912,6,1,26.73267326732673,4.455445544554454,10,2,44.554455445544555,8.910891089108908
0094d2ed98819f7a,a0f0004aadf10b71,3,Alexandre Pantoja,16,1,48.0,3.0,44,-4,132.0,-12.0,1,1,3.0,3.0,3,2,9.0,6.0,0,0,0.0,0.0,1,1,3.0,3.0
0094d2ed98819f7a,a0f0004aadf10b71,1,Alexandre Pantoja,3,-4,9.0,-12.0,14,-5,42.0,-15.0,2,1,6.0,3.0,3,1,9.0,3.0,3,3,9.0,9.0,5,5,15.0,15.0
0094d2ed98819f7a,a0f0004aadf10b71,2,Alexandre Pantoja,8,-1,24.0,-3.0,24,1,72.0,3.0,3,3,9.0,9.0,4,4,12.0,12.0,1,1,3.0,3.0,1,1,3.0,3.0
0096879f5708526b,673ea7dcc786b1b3,2,Bethe Correia,3,-2,9.0,-6.0,23,1,69.0,3.0,3,0,9.0,0.0,6,-1,18.0,-3.0,2,-2,6.0,-6.0,5,1,15.0,3.0
0096879f5708526b,673ea7dcc786b1b3,3,Bethe Correia,0,-4,0.0,-52.173913043478265,4,-1,52.173913043478265,-13.043478260869563,1,0,13.043478260869566,0.0,1,0,13.043478260869566,0.0,1,0,13.043478260869566,0.0,1,0,13.043478260869566,0.0
0096879f5708526b,673ea7dcc786b1b3,1,Bethe Correia,1,0,3.0,0.0,17,11,51.0,33.0,2,-2,6.0,-6.0,2,-2,6.0,-6.0,2,0,6.0,0.0,6,3,18.0,9.0
00a5e033391bf8df,621a6c59f88a44fe,1,Matt Hughes,11,11,33.0,33.0,18,17,54.0,51.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00a5e033391bf8df,621a6c59f88a44fe,3,Matt Hughes,3,-9,9.0,-27.0,14,-8,42.0,-24.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00a5e033391bf8df,621a6c59f88a44fe,5,Matt Hughes,4,1,12.0,3.0,11,6,33.0,18.0,2,2,6.0,6.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0
00a5e033391bf8df,621a6c59f88a44fe,2,Matt Hughes,8,4,24.0,12.0,18,9,54.0,27.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00a5e033391bf8df,621a6c59f88a44fe,4,Matt Hughes,16,16,48.0,48.0,25,23,75.0,69.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00b1e95f6aea7027,f72465a784c1b084,1,Jessica Eye,11,-3,33.0,-9.0,42,-19,126.0,-57.0,4,2,12.0,6.0,11,8,33.0,24.0,10,9,30.0,27.0,10,8,30.0,24.0
00b1e95f6aea7027,f72465a784c1b084,3,Jessica Eye,18,-5,54.0,-15.0,45,-14,135.0,-42.0,7,4,21.0,12.0,13,8,39.0,24.0,2,1,6.0,3.0,3,2,9.0,6.0
00b1e95f6aea7027,f72465a784c1b084,2,Jessica Eye,10,-4,30.0,-12.0,40,-20,120.0,-60.0,13,9,39.0,27.0,18,11,54.0,33.0,6,3,18.0,9.0,8,5,24.0,15.0
00b7497b02b3b2bb,4bd6b4800070b069,1,Chas Skelly,0,0,0.0,0.0,0,0,0.0,0.0,1,1,47.368421052631575,47.368421052631575,1,0,47.368421052631575,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00b801e7e1679f2f,98c23cb6da5b3352,1,Aleksei Oleinik,20,9,60.0,27.0,43,9,129.0,27.0,9,-2,27.0,-6.0,9,-6,27.0,-18.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0
00b801e7e1679f2f,98c23cb6da5b3352,2,Aleksei Oleinik,15,9,60.267857142857146,36.16071428571429,24,10,96.42857142857143,40.17857142857143,9,4,36.160714285714285,16.07142857142857,9,3,36.160714285714285,12.053571428571427,0,0,0.0,0.0,0,0,0.0,0.0
00be3852000f8fe9,5e4eec08896c9423,1,Corey Anderson,4,-1,19.459459459459456,-4.864864864864867,24,13,116.75675675675674,63.243243243243235,0,0,0.0,0.0,1,0,4.864864864864864,0.0,2,1,9.729729729729728,4.864864864864864,2,1,9.729729729729728,4.864864864864864
00c20fa576380ac8,f95381efb3051d81,2,Hugo Viana,6,3,18.0,9.0,27,-1,81.0,-3.0,10,1,30.0,3.0,13,2,39.0,6.0,2,-3,6.0,-9.0,2,-3,6.0,-9.0
00c20fa576380ac8,f95381efb3051d81,3,Hugo Viana,8,0,24.0,0.0,27,-1,81.0,-3.0,13,12,39.0,36.0,14,10,42.0,30.0,2,-5,6.0,-15.0,2,-8,6.0,-24.0
00c20fa576380ac8,f95381efb3051d81,1,Hugo Viana,17,9,51.0,27.0,44,2,132.0,6.0,6,-3,18.0,-9.0,11,1,33.0,3.0,1,-1,3.0,-3.0,1,-1,3.0,-3.0
00cf159d5e637238,cbd6f1abf955e628,1,Dave Herman,0,-1,0.0,-17.647058823529413,3,0,52.94117647058824,0.0,3,2,52.94117647058824,35.294117647058826,5,4,88.23529411764706,70.58823529411765,0,0,0.0,0.0,0,0,0.0,0.0
00dc5354794818a7,dbaaf42313af90fa,3,Joe Doerksen,5,-9,15.0,-27.0,15,-8,45.0,-24.0,1,1,3.0,3.0,1,1,3.0,3.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
00dc5354794818a7,dbaaf42313af90fa,1,Joe Doerksen,7,-5,21.0,-15.0,30,-6,90.0,-18.0,2,-1,6.0,-3.0,4,-2,12.0,-6.0,1,-7,3.0,-21.0,1,-7,3.0,-21.0
00dc5354794818a7,dbaaf42313af90fa,2,Joe Doerksen,7,-3,21.0,-9.0,25,4,75.0,12.0,2,-2,6.0,-6.0,3,-1,9.0,-3.0,1,-3,3.0,-9.0,1,-3,3.0,-9.0
00dcad4611fc63fe,6c2030e0a143a94b,1,Chris Camozzi,19,12,57.0,36.0,29,5,87.0,15.0,9,4,27.0,12.0,13,5,39.0,15.0,2,-4,6.0,-12.0,3,-5,9.0,-15.0
00dcad4611fc63fe,6c2030e0a143a94b,2,Chris Camozzi,23,11,69.0,33.0,45,16,135.0,48.0,4,-6,12.0,-18.0,6,-6,18.0,-18.0,5,-6,15.0,-18.0,5,-6,15.0,-18.0
00dcad4611fc63fe,6c2030e0a143a94b,3,Chris Camozzi,23,11,69.0,33.0,43,17,129.0,51.0,1,-13,3.0,-39.0,1,-16,3.0,-48.0,1,-4,3.0,-12.0,1,-4,3.0,-12.0
00ecb8ea731e64d6,3236bf606fe9fa5b,1,Travis Browne,4,2,12.0,6.0,29,10,87.0,30.0,4,3,12.0,9.0,10,9,30.0,27.0,4,-2,12.0,-6.0,5,-2,15.0,-6.0
00ecb8ea731e64d6,3236bf606fe9fa5b,3,Travis Browne,3,-2,9.0,-6.0,9,-9,27.0,-27.0,1,-2,3.0,-6.0,2,-1,6.0,-3.0,3,-3,9.0,-9.0,3,-6,9.0,-18.0
00ecb8ea731e64d6,3236bf606fe9fa5b,2,Travis Browne,0,-12,0.0,-36.0,12,-13,36.0,-39.0,3,0,9.0,0.0,4,1,12.0,3.0,0,-20,0.0,-60.0,1,-23,3.0,-69.0
00f4b6184f6315d0,efb96bf3e9ada36f,1,Song Yadong,6,6,43.548387096774185,43.548387096774185,15,4,108.87096774193546,29.032258064516114,1,1,7.258064516129031,7.258064516129031,2,2,14.516129032258062,14.516129032258062,1,0,7.258064516129031,0.0,3,0,21.774193548387093,0.0
011d818ec9bb3de6,ffc088e64fab57e9,1,Quinton Jackson,8,-1,24.0,-3.0,28,-16,84.0,-48.0,1,-5,3.0,-15.0,2,-5,6.0,-15.0,6,1,18.0,3.0,6,-1,18.0,-3.0
011d818ec9bb3de6,ffc088e64fab57e9,2,Quinton Jackson,18,6,54.0,18.0,49,-5,147.0,-15.0,1,-2,3.0,-6.0,1,-3,3.0,-9.0,2,-7,6.0,-21.0,2,-8,6.0,-24.0
011d818ec9bb3de6,ffc088e64fab57e9,3,Quinton Jackson,18,7,54.0,21.0,61,14,183.0,42.0,2,-1,6.0,-3.0,2,-2,6.0,-6.0,0,-6,0.0,-18.0,0,-7,0.0,-21.0
014a3acf91ada8af,7e47047d0971d566,1,Daniel Sarafian,0,-6,0.0,-90.0,0,-15,0.0,-225.0,0,0,0.0,0.0,0,-1,0.0,-15.0,0,-2,0.0,-30.0,0,-4,0.0,-60.0
014f7dc96c90c199,cfb65863d5099327,1,Thales Leites,1,-6,3.0,-18.0,3,-16,9.0,-48.0,0,-4,0.0,-12.0,0,-6,0.0,-18.0,4,-1,12.0,-3.0,4,-2,12.0,-6.0
014f7dc96c90c199,cfb65863d5099327,2,Thales Leites,4,3,12.0,9.0,8,4,24.0,12.0,1,1,3.0,3.0,1,1,3.0,3.0,1,0,3.0,0.0,1,0,3.0,0.0
014f7dc96c90c199,cfb65863d5099327,3,Thales Leites,0,-17,0.0,-117.69230769230771,0,-20,0.0,-138.46153846153848,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01619207a811ef01,99df7d0a2a08a8a8,1,Jan Blachowicz,14,11,42.0,33.0,36,13,108.0,39.0,2,2,6.0,6.0,4,0,12.0,0.0,6,3,18.0,9.0,7,2,21.0,6.0
01619207a811ef01,99df7d0a2a08a8a8,2,Jan Blachowicz,14,10,42.0,30.0,40,18,120.0,54.0,2,2,6.0,6.0,2,1,6.0,3.0,3,1,9.0,3.0,3,0,9.0,0.0
01619207a811ef01,99df7d0a2a08a8a8,3,Jan Blachowicz,7,-3,21.0,-9.0,32,9,96.0,27.0,2,1,6.0,3.0,3,0,9.0,0.0,0,-3,0.0,-9.0,0,-3,0.0,-9.0
0170db5fad04e4d0,c96d9178c9ed9e62,2,Tim Elliott,0,-2,0.0,-9.090909090909092,5,-8,22.727272727272727,-36.36363636363637,1,0,4.545454545454546,0.0,3,2,13.636363636363637,9.09090909090909,4,3,18.181818181818183,13.636363636363637,5,4,22.727272727272727,18.18181818181818
0170db5fad04e4d0,c96d9178c9ed9e62,1,Tim Elliott,6,-1,18.0,-3.0,13,0,39.0,0.0,2,-1,6.0,-3.0,2,-1,6.0,-3.0,4,2,12.0,6.0,4,2,12.0,6.0
01733579ef03be00,e0ec3c3b6b611f7e,2,Hermes Franca,27,26,81.0,78.0,65,34,195.0,102.0,4,4,12.0,12.0,4,4,12.0,12.0,1,-3,3.0,-9.0,2,-3,6.0,-9.0
01733579ef03be00,e0ec3c3b6b611f7e,1,Hermes Franca,6,1,18.0,3.0,30,1,90.0,3.0,4,4,12.0,12.0,4,3,12.0,9.0,4,-6,12.0,-18.0,4,-6,12.0,-18.0
01733579ef03be00,e0ec3c3b6b611f7e,3,Hermes Franca,0,0,0.0,0.0,4,2,76.59574468085107,38.297872340425535,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0175c0d2a98576f1,9fa568ad2bf2cb0b,2,Justin Scoggins,5,4,15.0,12.0,19,3,57.0,9.0,0,0,0.0,0.0,1,1,3.0,3.0,1,0,3.0,0.0,2,-1,6.0,-3.0
0175c0d2a98576f1,9fa568ad2bf2cb0b,3,Justin Scoggins,33,33,99.0,99.0,44,41,132.0,123.0,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
0175c0d2a98576f1,9fa568ad2bf2cb0b,1,Justin Scoggins,12,10,36.0,30.0,25,8,75.0,24.0,3,3,9.0,9.0,5,4,15.0,12.0,6,6,18.0,18.0,6,5,18.0,15.0
017c090e9e8d2957,d945aae53e3e54e6,2,Thiago Moises,17,11,51.0,33.0,29,-10,87.0,-30.0,0,-17,0.0,-51.0,1,-25,3.0,-75.0,1,0,3.0,0.0,2,1,6.0,3.0
017c090e9e8d2957,d945aae53e3e54e6,3,Thiago Moises,25,22,75.0,66.0,34,23,102.0,69.0,2,1,6.0,3.0,2,1,6.0,3.0,1,1,3.0,3.0,1,1,3.0,3.0
017c090e9e8d2957,d945aae53e3e54e6,1,Thiago Moises,17,10,51.0,30.0,29,-3,87.0,-9.0,0,-3,0.0,-9.0,1,-2,3.0,-6.0,3,2,9.0,6.0,3,1,9.0,3.0
017e0b7e864b0aa3,fc169c387b4b465d,2,Raquel Pennington,19,3,57.0,9.0,53,-2,159.0,-6.0,2,-4,6.0,-12.0,6,-4,18.0,-12.0,3,0,9.0,0.0,3,-1,9.0,-3.0
017e0b7e864b0aa3,fc169c387b4b465d,3,Raquel Pennington,4,0,12.0,0.0,12,0,36.0,0.0,2,1,6.0,3.0,3,-1,9.0,-3.0,1,0,3.0,0.0,1,0,3.0,0.0
017e0b7e864b0aa3,fc169c387b4b465d,1,Raquel Pennington,6,-6,18.0,-18.0,43,-29,129.0,-87.0,5,2,15.0,6.0,11,-2,33.0,-6.0,5,-1,15.0,-3.0,5,-8,15.0,-24.0
01924e35b149b28f,dc9572dd6ec74859,1,Colby Covington,2,2,20.930232558139533,20.930232558139533,2,0,20.930232558139533,0.0,0,-1,0.0,-10.465116279069766,0,-1,0.0,-10.465116279069766,0,-1,0.0,-10.465116279069766,0,-1,0.0,-10.465116279069766
01983cba42704c49,8d03ce87ca14e778,1,Francis Ngannou,6,6,207.69230769230768,207.69230769230768,10,9,346.15384615384613,311.53846153846155,0,-1,0.0,-34.61538461538461,0,-1,0.0,-34.61538461538461,0,0,0.0,0.0,0,-1,0.0,-34.61538461538461
01993fb1d4b34b21,d34636a85f0f4c90,1,Motonobu Tezuka,0,-4,0.0,-12.0,0,-12,0.0,-36.0,0,-4,0.0,-12.0,0,-5,0.0,-15.0,4,2,12.0,6.0,6,3,18.0,9.0
01993fb1d4b34b21,d34636a85f0f4c90,2,Motonobu Tezuka,3,-11,9.0,-33.0,13,-16,39.0,-48.0,0,-5,0.0,-15.0,1,-5,3.0,-15.0,5,1,15.0,3.0,5,-1,15.0,-3.0
01993fb1d4b34b21,d34636a85f0f4c90,3,Motonobu Tezuka,5,-17,15.0,-51.0,43,-8,129.0,-24.0,1,-4,3.0,-12.0,1,-6,3.0,-18.0,4,0,12.0,0.0,6,1,18.0,3.0
019983faebec6d64,8866c6f509c19089,1,Ryan Hall,1,-1,3.0,-3.0,11,-1,33.0,-3.0,7,6,21.0,18.0,17,16,51.0,48.0,4,2,12.0,6.0,8,5,24.0,15.0
019983faebec6d64,8866c6f509c19089,2,Ryan Hall,5,3,15.0,9.0,20,10,60.0,30.0,8,7,24.0,21.0,22,19,66.0,57.0,4,4,12.0,12.0,6,6,18.0,18.0
019983faebec6d64,8866c6f509c19089,3,Ryan Hall,8,8,24.0,24.0,13,8,39.0,24.0,4,1,12.0,3.0,14,10,42.0,30.0,5,4,15.0,12.0,6,2,18.0,6.0
019b88d4ac875ae4,2f95a3c6d58b2aad,1,Iuri Alcantara,16,16,95.36423841059603,95.36423841059603,34,30,202.64900662251657,178.80794701986756,3,3,17.880794701986755,17.880794701986755,3,0,17.880794701986755,0.0,0,-3,0.0,-17.880794701986755,0,-3,0.0,-17.880794701986755
