bout_id,fighter_id,round,fighter,td_s,td_s_pr_di,td_s_p15m,td_s_p15m_di,td_a,td_a_pr_di,td_a_p15m,td_a_p15m_di,sba,sba_pr_di,sba_p15m,sba_p15m_di,rev,rev_pr_di,rev_p15m,rev_p15m_di,ps,ps_pr_di,ps_p15m,ps_p15m_di
000da3152b7b5ab1,d1a1314976c50bef,3,Josh Neer,0,-2,0.0,-6.0,1,-1,3.0,-3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
000da3152b7b5ab1,d1a1314976c50bef,2,Josh Neer,1,0,3.0,0.0,2,-1,6.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
000da3152b7b5ab1,d1a1314976c50bef,1,Josh Neer,0,-1,0.0,-3.0,0,-2,0.0,-6.0,0,0,0.0,0.0,1,1,3.0,3.0,0,-1,0.0,-3.0
0019ec81fd706ade,85073dbd1be65ed9,1,Greg Hardy,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0019ec81fd706ade,85073dbd1be65ed9,2,Greg Hardy,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0019ec81fd706ade,85073dbd1be65ed9,3,Greg Hardy,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0027e179b743c86c,91ea901c458e95dd,1,Jared Rosholt,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0027e179b743c86c,91ea901c458e95dd,2,Jared Rosholt,1,1,3.0,3.0,4,4,12.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
0027e179b743c86c,91ea901c458e95dd,3,Jared Rosholt,1,1,4.6875,4.6875,1,1,4.6875,4.6875,0,0,0.0,0.0,0,0,0.0,0.0,1,1,4.6875,4.6875
002921976d27b7da,ebc1f40e00e0c481,1,Stefan Struve,0,-1,0.0,-3.5573122529644263,0,-2,0.0,-7.114624505928853,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
002c1562708ac307,44470bfd9483c7ad,1,Katsunori Kikuno,0,-1,0.0,-3.658536585365854,0,-2,0.0,-7.317073170731708,0,-1,0.0,-3.658536585365854,1,1,3.658536585365854,3.658536585365854,0,-1,0.0,-3.658536585365854
002cb1bb411c5f60,d897897060f10a3a,4,Rich Franklin,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
002cb1bb411c5f60,d897897060f10a3a,5,Rich Franklin,2,1,6.0,3.0,2,1,6.0,3.0,0,0,0.0,0.0,1,1,3.0,3.0,5,5,15.0,15.0
002cb1bb411c5f60,d897897060f10a3a,2,Rich Franklin,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
002cb1bb411c5f60,d897897060f10a3a,3,Rich Franklin,1,1,3.0,3.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,3,3,9.0,9.0
002cb1bb411c5f60,d897897060f10a3a,1,Rich Franklin,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0031c043c9f14eb8,f9f07bb5a43535ed,2,Carlos Condit,0,0,0.0,0.0,2,0,6.0,0.0,0,0,0.0,0.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
0031c043c9f14eb8,f9f07bb5a43535ed,3,Carlos Condit,0,0,0.0,0.0,0,-2,0.0,-6.14334470989761,1,1,3.071672354948805,3.071672354948805,1,1,3.071672354948805,3.071672354948805,5,5,15.358361774744026,15.358361774744026
0031c043c9f14eb8,f9f07bb5a43535ed,1,Carlos Condit,0,-3,0.0,-9.0,0,-4,0.0,-12.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
003c84fc7c3fa028,873626e5547b5235,1,Kyle Prepolec,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
003c84fc7c3fa028,873626e5547b5235,2,Kyle Prepolec,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
003c84fc7c3fa028,873626e5547b5235,3,Kyle Prepolec,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
004885f7983f4658,31123249b0bbf52e,1,Matt Brown,0,0,0.0,0.0,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,-1,0.0,-3.0
004885f7983f4658,31123249b0bbf52e,2,Matt Brown,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,15.0,15.0
00494c77d2a88f8c,7ea1f74cef32f906,1,Rashid Magomedov,1,1,3.0,3.0,1,-3,3.0,-9.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
00494c77d2a88f8c,7ea1f74cef32f906,2,Rashid Magomedov,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00494c77d2a88f8c,7ea1f74cef32f906,3,Rashid Magomedov,0,0,0.0,0.0,0,-1,0.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
004b9368337d3cd6,d1152823307d7e7c,1,Rameau Thierry,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0051d7fbb7893d27,b6c4451cb13c9303,2,Andy Ogle,0,0,0.0,0.0,3,3,9.0,9.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
0051d7fbb7893d27,b6c4451cb13c9303,3,Andy Ogle,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0051d7fbb7893d27,b6c4451cb13c9303,1,Andy Ogle,1,1,3.0,3.0,2,2,6.0,6.0,0,0,0.0,0.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
00566b4d89565373,d0314416a7f26527,2,Michael McDonald,0,0,0.0,0.0,0,-1,0.0,-4.455445544554456,0,-1,0.0,-4.455445544554456,0,0,0.0,0.0,0,0,0.0,0.0
00566b4d89565373,d0314416a7f26527,1,Michael McDonald,0,-1,0.0,-3.0,0,-1,0.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
005723fb99440272,64a50dad704d1d49,2,Edson Barboza,0,0,0.0,0.0,0,-1,0.0,-8.653846153846153,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
005723fb99440272,64a50dad704d1d49,1,Edson Barboza,0,0,0.0,0.0,0,-4,0.0,-12.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0064bbc554d85421,5d7bdab5e03e3216,1,CB Dollaway,1,1,4.945054945054945,4.945054945054945,1,1,4.945054945054945,4.945054945054945,0,-2,0.0,-9.89010989010989,0,0,0.0,0.0,1,1,4.945054945054945,4.945054945054945
0067048aaa2aa2da,7b310409440c9102,1,Lipeng Zhang,0,0,0.0,0.0,0,-2,0.0,-6.0,0,0,0.0,0.0,0,-1,0.0,-3.0,1,0,3.0,0.0
0067048aaa2aa2da,7b310409440c9102,2,Lipeng Zhang,1,1,3.0,3.0,3,2,9.0,6.0,1,1,3.0,3.0,0,0,0.0,0.0,1,1,3.0,3.0
0067048aaa2aa2da,7b310409440c9102,3,Lipeng Zhang,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
00684df5ed23e6ca,e9213f53ddeca978,1,Dhiego Lima,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0071c5d16e6e07f6,f59f1d3a2ff13edd,2,Eric Schafer,0,0,0.0,0.0,1,1,9.89010989010989,9.89010989010989,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0071c5d16e6e07f6,f59f1d3a2ff13edd,1,Eric Schafer,2,2,6.0,6.0,4,4,12.0,12.0,0,0,0.0,0.0,0,-1,0.0,-3.0,3,3,9.0,9.0
00720c46f864fe03,bf43fed8f29e1671,1,Marcin Held,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
00720c46f864fe03,bf43fed8f29e1671,2,Marcin Held,2,1,6.0,3.0,2,1,6.0,3.0,0,-1,0.0,-3.0,0,0,0.0,0.0,2,2,6.0,6.0
00720c46f864fe03,bf43fed8f29e1671,3,Marcin Held,2,2,6.0,6.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
0072df705378477c,c80095f6092271a7,1,Tim Boetsch,1,1,3.0,3.0,4,4,12.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0072df705378477c,c80095f6092271a7,3,Tim Boetsch,2,2,6.0,6.0,2,2,6.0,6.0,1,1,3.0,3.0,0,0,0.0,0.0,1,1,3.0,3.0
0072df705378477c,c80095f6092271a7,2,Tim Boetsch,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00731068c3195f7f,c0eecd851dbf3146,1,CJ Keith,0,-1,0.0,-6.040268456375839,0,-3,0.0,-18.120805369127517,0,0,0.0,0.0,0,0,0.0,0.0,2,1,12.080536912751677,6.040268456375839
00742aea8da72a35,c03a5022f8439f2a,1,Chad Laprise,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
008d0158831dcbd4,1fcfc3709fe58151,1,Peter Sobotta,2,2,10.169491525423728,10.169491525423728,2,1,10.169491525423728,5.084745762711864,1,1,5.084745762711864,5.084745762711864,0,0,0.0,0.0,2,2,10.169491525423728,10.169491525423728
008d1123cc90f003,ebc1f40e00e0c481,1,Stefan Struve,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
008d1123cc90f003,ebc1f40e00e0c481,2,Stefan Struve,0,0,0.0,0.0,0,0,0.0,0.0,1,1,4.455445544554456,4.455445544554456,0,0,0.0,0.0,0,0,0.0,0.0
0094d2ed98819f7a,a0f0004aadf10b71,3,Alexandre Pantoja,0,0,0.0,0.0,1,-2,3.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0094d2ed98819f7a,a0f0004aadf10b71,1,Alexandre Pantoja,0,-3,0.0,-9.0,0,-3,0.0,-9.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
0094d2ed98819f7a,a0f0004aadf10b71,2,Alexandre Pantoja,1,0,3.0,0.0,2,-4,6.0,-12.0,2,2,6.0,6.0,0,0,0.0,0.0,1,1,3.0,3.0
0096879f5708526b,673ea7dcc786b1b3,2,Bethe Correia,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0096879f5708526b,673ea7dcc786b1b3,3,Bethe Correia,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0096879f5708526b,673ea7dcc786b1b3,1,Bethe Correia,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00a5e033391bf8df,621a6c59f88a44fe,1,Matt Hughes,2,2,6.0,6.0,4,4,12.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,6.0,6.0
00a5e033391bf8df,621a6c59f88a44fe,3,Matt Hughes,0,-2,0.0,-6.0,0,-3,0.0,-9.0,1,1,3.0,3.0,0,0,0.0,0.0,0,-1,0.0,-3.0
00a5e033391bf8df,621a6c59f88a44fe,5,Matt Hughes,0,-1,0.0,-3.0,0,-1,0.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,3.0,0.0
00a5e033391bf8df,621a6c59f88a44fe,2,Matt Hughes,2,2,6.0,6.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,3,3,9.0,9.0
00a5e033391bf8df,621a6c59f88a44fe,4,Matt Hughes,1,1,3.0,3.0,1,0,3.0,0.0,0,-1,0.0,-3.0,0,0,0.0,0.0,4,4,12.0,12.0
00b1e95f6aea7027,f72465a784c1b084,1,Jessica Eye,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00b1e95f6aea7027,f72465a784c1b084,3,Jessica Eye,0,0,0.0,0.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00b1e95f6aea7027,f72465a784c1b084,2,Jessica Eye,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00b7497b02b3b2bb,4bd6b4800070b069,1,Chas Skelly,0,0,0.0,0.0,0,0,0.0,0.0,1,1,47.368421052631575,47.368421052631575,0,0,0.0,0.0,0,0,0.0,0.0
00b801e7e1679f2f,98c23cb6da5b3352,1,Aleksei Oleinik,2,2,6.0,6.0,2,2,6.0,6.0,1,1,3.0,3.0,0,0,0.0,0.0,2,2,6.0,6.0
00b801e7e1679f2f,98c23cb6da5b3352,2,Aleksei Oleinik,1,0,4.017857142857143,0.0,2,1,8.035714285714286,4.017857142857143,1,1,4.017857142857143,4.017857142857143,0,0,0.0,0.0,1,0,4.017857142857143,0.0
00be3852000f8fe9,5e4eec08896c9423,1,Corey Anderson,0,0,0.0,0.0,3,3,14.594594594594593,14.594594594594593,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00c20fa576380ac8,f95381efb3051d81,2,Hugo Viana,0,-1,0.0,-3.0,0,-4,0.0,-12.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00c20fa576380ac8,f95381efb3051d81,3,Hugo Viana,0,0,0.0,0.0,0,-2,0.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00c20fa576380ac8,f95381efb3051d81,1,Hugo Viana,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00cf159d5e637238,cbd6f1abf955e628,1,Dave Herman,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00dc5354794818a7,dbaaf42313af90fa,3,Joe Doerksen,0,0,0.0,0.0,5,5,15.0,15.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,1,-1,3.0,-3.0
00dc5354794818a7,dbaaf42313af90fa,1,Joe Doerksen,0,-2,0.0,-6.0,1,-1,3.0,-3.0,0,-1,0.0,-3.0,0,0,0.0,0.0,0,-1,0.0,-3.0
00dc5354794818a7,dbaaf42313af90fa,2,Joe Doerksen,2,-1,6.0,-3.0,2,-1,6.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0,1,-2,3.0,-6.0
00dcad4611fc63fe,6c2030e0a143a94b,1,Chris Camozzi,1,1,3.0,3.0,1,-1,3.0,-3.0,1,1,3.0,3.0,0,0,0.0,0.0,2,2,6.0,6.0
00dcad4611fc63fe,6c2030e0a143a94b,2,Chris Camozzi,0,-1,0.0,-3.0,1,-3,3.0,-9.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
00dcad4611fc63fe,6c2030e0a143a94b,3,Chris Camozzi,2,2,6.0,6.0,2,0,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
00ecb8ea731e64d6,3236bf606fe9fa5b,1,Travis Browne,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00ecb8ea731e64d6,3236bf606fe9fa5b,3,Travis Browne,1,1,3.0,3.0,2,0,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
00ecb8ea731e64d6,3236bf606fe9fa5b,2,Travis Browne,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
00f4b6184f6315d0,efb96bf3e9ada36f,1,Song Yadong,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
011d818ec9bb3de6,ffc088e64fab57e9,1,Quinton Jackson,0,0,0.0,0.0,0,-2,0.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
011d818ec9bb3de6,ffc088e64fab57e9,2,Quinton Jackson,1,1,3.0,3.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
011d818ec9bb3de6,ffc088e64fab57e9,3,Quinton Jackson,1,1,3.0,3.0,1,0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
014a3acf91ada8af,7e47047d0971d566,1,Daniel Sarafian,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
014f7dc96c90c199,cfb65863d5099327,1,Thales Leites,1,-2,3.0,-6.0,7,4,21.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
014f7dc96c90c199,cfb65863d5099327,2,Thales Leites,1,1,3.0,3.0,1,1,3.0,3.0,2,2,6.0,6.0,0,0,0.0,0.0,3,3,9.0,9.0
014f7dc96c90c199,cfb65863d5099327,3,Thales Leites,1,1,6.923076923076923,6.923076923076923,1,1,6.923076923076923,6.923076923076923,1,0,6.923076923076923,0.0,0,0,0.0,0.0,1,0,6.923076923076923,0.0
01619207a811ef01,99df7d0a2a08a8a8,1,Jan Blachowicz,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01619207a811ef01,99df7d0a2a08a8a8,2,Jan Blachowicz,2,2,6.0,6.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
01619207a811ef01,99df7d0a2a08a8a8,3,Jan Blachowicz,2,2,6.0,6.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
0170db5fad04e4d0,c96d9178c9ed9e62,2,Tim Elliott,1,1,4.545454545454546,4.545454545454546,2,2,9.090909090909092,9.090909090909092,0,-1,0.0,-4.545454545454546,0,-1,0.0,-4.545454545454546,2,-1,9.090909090909092,-4.545454545454545
0170db5fad04e4d0,c96d9178c9ed9e62,1,Tim Elliott,3,2,9.0,6.0,8,7,24.0,21.0,0,-1,0.0,-3.0,1,1,3.0,3.0,0,0,0.0,0.0
01733579ef03be00,e0ec3c3b6b611f7e,2,Hermes Franca,1,1,3.0,3.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01733579ef03be00,e0ec3c3b6b611f7e,1,Hermes Franca,1,1,3.0,3.0,5,5,15.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01733579ef03be00,e0ec3c3b6b611f7e,3,Hermes Franca,1,1,19.148936170212767,19.148936170212767,1,1,19.148936170212767,19.148936170212767,1,1,19.148936170212767,19.148936170212767,0,0,0.0,0.0,2,2,38.297872340425535,38.297872340425535
0175c0d2a98576f1,9fa568ad2bf2cb0b,2,Justin Scoggins,1,1,3.0,3.0,1,1,3.0,3.0,0,-1,0.0,-3.0,0,0,0.0,0.0,5,5,15.0,15.0
0175c0d2a98576f1,9fa568ad2bf2cb0b,3,Justin Scoggins,2,2,6.0,6.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0,5,5,15.0,15.0
0175c0d2a98576f1,9fa568ad2bf2cb0b,1,Justin Scoggins,3,3,9.0,9.0,6,6,18.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0,3,3,9.0,9.0
017c090e9e8d2957,d945aae53e3e54e6,2,Thiago Moises,1,1,3.0,3.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
017c090e9e8d2957,d945aae53e3e54e6,3,Thiago Moises,2,0,6.0,0.0,3,-1,9.0,-3.0,1,1,3.0,3.0,0,0,0.0,0.0,3,3,9.0,9.0
017c090e9e8d2957,d945aae53e3e54e6,1,Thiago Moises,1,1,3.0,3.0,1,0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
017e0b7e864b0aa3,fc169c387b4b465d,2,Raquel Pennington,0,0,0.0,0.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
017e0b7e864b0aa3,fc169c387b4b465d,3,Raquel Pennington,1,1,3.0,3.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
017e0b7e864b0aa3,fc169c387b4b465d,1,Raquel Pennington,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01924e35b149b28f,dc9572dd6ec74859,1,Colby Covington,1,1,10.465116279069766,10.465116279069766,2,2,20.930232558139533,20.930232558139533,0,-1,0.0,-10.465116279069766,0,0,0.0,0.0,1,1,10.465116279069766,10.465116279069766
01983cba42704c49,8d03ce87ca14e778,1,Francis Ngannou,0,0,0.0,0.0,0,-1,0.0,-34.61538461538461,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01993fb1d4b34b21,d34636a85f0f4c90,1,Motonobu Tezuka,1,1,3.0,3.0,6,6,18.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,3.0,0.0
01993fb1d4b34b21,d34636a85f0f4c90,2,Motonobu Tezuka,1,1,3.0,3.0,4,4,12.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01993fb1d4b34b21,d34636a85f0f4c90,3,Motonobu Tezuka,0,0,0.0,0.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
019983faebec6d64,8866c6f509c19089,1,Ryan Hall,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
019983faebec6d64,8866c6f509c19089,2,Ryan Hall,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
019983faebec6d64,8866c6f509c19089,3,Ryan Hall,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
019b88d4ac875ae4,2f95a3c6d58b2aad,1,Iuri Alcantara,0,0,0.0,0.0,0,-2,0.0,-11.920529801324504,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
019eca4a900ed793,8f2d9ee27f206f1f,1,Evan Tanner,1,1,3.0201342281879193,3.0201342281879193,1,1,3.0201342281879193,3.0201342281879193,0,0,0.0,0.0,0,0,0.0,0.0,3,3,9.060402684563758,9.060402684563758
01a4827b3596d111,032cc3922d871c7f,1,Khabib Nurmagomedov,3,3,9.0,9.0,4,4,12.0,12.0,1,1,3.0,3.0,0,0,0.0,0.0,2,2,6.0,6.0
01a4827b3596d111,032cc3922d871c7f,2,Khabib Nurmagomedov,3,3,9.0,9.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
01a4827b3596d111,032cc3922d871c7f,3,Khabib Nurmagomedov,1,1,7.142857142857142,7.142857142857142,1,1,7.142857142857142,7.142857142857142,1,0,7.142857142857142,0.0,0,0,0.0,0.0,2,2,14.285714285714285,14.285714285714285
01be9ab42f1fd8e6,b12fc8a41e82d3a2,3,Joby Sanchez,0,-4,0.0,-12.0,0,-4,0.0,-12.0,0,-1,0.0,-3.0,1,1,3.0,3.0,0,-4,0.0,-12.0
01be9ab42f1fd8e6,b12fc8a41e82d3a2,1,Joby Sanchez,0,-2,0.0,-6.0,0,-2,0.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-3,0.0,-9.0
01be9ab42f1fd8e6,b12fc8a41e82d3a2,2,Joby Sanchez,0,-3,0.0,-9.0,0,-8,0.0,-24.0,0,0,0.0,0.0,0,0,0.0,0.0,1,-1,3.0,-3.0
01c67a3990800dc3,49858bf46dabf6fb,1,Nordine Taleb,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01c67a3990800dc3,49858bf46dabf6fb,2,Nordine Taleb,2,2,6.0,6.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,6.0,6.0
01c67a3990800dc3,49858bf46dabf6fb,3,Nordine Taleb,1,1,3.0,3.0,1,0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
01c9acf719298187,4e06913c91da5200,1,Krzysztof Jotko,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01c9acf719298187,4e06913c91da5200,2,Krzysztof Jotko,0,0,0.0,0.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01c9acf719298187,4e06913c91da5200,3,Krzysztof Jotko,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01d4d1d8bcb014cf,5aedf14771ca82d2,2,Wilson Reis,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,1,0,3.0,0.0,1,1,3.0,3.0
01d4d1d8bcb014cf,5aedf14771ca82d2,1,Wilson Reis,1,0,3.0,0.0,4,2,12.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,1,-3,3.0,-9.0
01d4d1d8bcb014cf,5aedf14771ca82d2,3,Wilson Reis,1,0,3.0,0.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01d71345ba7ea6f9,fa315e6c77eee106,1,Brandon Vera,0,-2,0.0,-6.0,0,-2,0.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01d71345ba7ea6f9,fa315e6c77eee106,2,Brandon Vera,1,1,3.0,3.0,1,0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01d71345ba7ea6f9,fa315e6c77eee106,3,Brandon Vera,0,0,0.0,0.0,0,-1,0.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01e5e4099f03f20e,523fa774700d7d3f,2,Court McGee,0,0,0.0,0.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01e5e4099f03f20e,523fa774700d7d3f,1,Court McGee,0,0,0.0,0.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01e5e4099f03f20e,523fa774700d7d3f,3,Court McGee,0,0,0.0,0.0,4,4,12.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
01f396a7372dc8ff,eabf206b162b3b83,2,Silva Paul Craig,0,0,0.0,0.0,1,1,7.563025210084034,7.563025210084034,2,2,15.126050420168069,15.126050420168069,0,0,0.0,0.0,0,0,0.0,0.0
