bout_id,fighter_id,round,fighter,d_ss_s,d_ss_s_pr_di,d_ss_s_p15m,d_ss_s_p15m_di,d_ss_a,d_ss_a_pr_di,d_ss_a_p15m,d_ss_a_p15m_di,c_ss_s,c_ss_s_pr_di,c_ss_s_p15m,c_ss_s_p15m_di,c_ss_a,c_ss_a_pr_di,c_ss_a_p15m,c_ss_a_p15m_di,g_ss_s,g_ss_s_pr_di,g_ss_s_p15m,g_ss_s_p15m_di,g_ss_a,g_ss_a_pr_di,g_ss_a_p15m,g_ss_a_p15m_di
c5574b79e31a1b2b,d897897060f10a3a,1,Rich Franklin,27,22,81.0,66.0,50,22,150.0,66.0,1,1,3.0,3.0,3,3,9.0,9.0,1,0,3.0,0.0,1,-1,3.0,-3.0
c5574b79e31a1b2b,d897897060f10a3a,2,Rich Franklin,34,31,102.0,93.0,64,49,192.0,147.0,3,0,9.0,0.0,9,0,27.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
c5574b79e31a1b2b,d897897060f10a3a,3,Rich Franklin,3,3,69.23076923076923,69.23076923076923,7,4,161.53846153846152,92.30769230769229,0,-1,0.0,-23.076923076923077,0,-1,0.0,-23.076923076923077,2,2,46.15384615384615,46.15384615384615,2,2,46.15384615384615,46.15384615384615
a34dc525a16ce375,8ddf9c51c5fdea75,1,Rousimar Palhares,7,3,21.0,9.0,20,10,60.0,30.0,1,-2,3.0,-6.0,2,-3,6.0,-9.0,0,-4,0.0,-12.0,0,-10,0.0,-30.0
a34dc525a16ce375,8ddf9c51c5fdea75,2,Rousimar Palhares,4,-1,12.0,-3.0,10,0,30.0,0.0,1,1,3.0,3.0,1,-1,3.0,-3.0,1,-6,3.0,-18.0,2,-7,6.0,-21.0
a34dc525a16ce375,8ddf9c51c5fdea75,3,Rousimar Palhares,11,-4,33.0,-12.0,23,-7,69.0,-21.0,2,1,6.0,3.0,5,3,15.0,9.0,0,-3,0.0,-9.0,0,-4,0.0,-12.0
b74ecc368d3ecbc4,a8e6a69796280f17,1,Nate Marquardt,3,3,32.92682926829268,32.92682926829268,7,2,76.82926829268293,21.951219512195124,17,16,186.58536585365852,175.60975609756096,25,23,274.390243902439,252.4390243902439,2,2,21.95121951219512,21.95121951219512,4,4,43.90243902439024,43.90243902439024
cafb86764ea92268,9bcf8603ceb25680,1,Dong Hyun,2,-3,6.0,-9.0,5,-6,15.0,-18.0,1,-3,3.0,-9.0,1,-3,3.0,-9.0,0,0,0.0,0.0,0,-1,0.0,-3.0
cafb86764ea92268,9bcf8603ceb25680,2,Dong Hyun,2,-8,6.0,-24.0,8,-11,24.0,-33.0,2,-6,6.0,-18.0,2,-10,6.0,-30.0,0,-9,0.0,-27.0,0,-13,0.0,-39.0
cafb86764ea92268,9bcf8603ceb25680,3,Dong Hyun,0,-5,0.0,-15.0,4,-7,12.0,-21.0,1,-6,3.0,-18.0,1,-7,3.0,-21.0,4,4,12.0,12.0,7,7,21.0,21.0
976f7f5e7537c62b,aa1952ec0b3dd8e1,1,Kurt Pellegrino,9,6,27.0,18.0,17,6,51.0,18.0,0,0,0.0,0.0,2,2,6.0,6.0,28,28,84.0,84.0,34,34,102.0,102.0
976f7f5e7537c62b,aa1952ec0b3dd8e1,2,Kurt Pellegrino,6,3,18.0,9.0,14,-11,42.0,-33.0,6,6,18.0,18.0,6,4,18.0,12.0,0,-6,0.0,-18.0,0,-12,0.0,-36.0
976f7f5e7537c62b,aa1952ec0b3dd8e1,3,Kurt Pellegrino,7,1,21.0,3.0,15,-7,45.0,-21.0,3,3,9.0,9.0,7,7,21.0,21.0,2,2,6.0,6.0,2,2,6.0,6.0
0568994b8323d640,c80095f6092271a7,1,Tim Boetsch,8,1,58.53658536585366,7.317073170731703,22,4,160.97560975609758,29.26829268292684,1,-1,7.317073170731708,-7.317073170731708,1,-2,7.317073170731708,-14.634146341463417,6,6,43.90243902439025,43.90243902439025,8,8,58.53658536585366,58.53658536585366
81734d11cb6a8ebb,5be86bb2f78fef2f,1,Jason Lambert,0,-3,0.0,-9.0,0,-5,0.0,-15.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-5,0.0,-15.0,0,-7,0.0,-21.0
81734d11cb6a8ebb,5be86bb2f78fef2f,2,Jason Lambert,1,1,11.250000000000002,11.250000000000002,3,0,33.75000000000001,0.0,0,-1,0.0,-11.250000000000002,2,0,22.500000000000004,0.0,0,-1,0.0,-11.250000000000002,0,-1,0.0,-11.250000000000002
9a596aaa2b9a18db,55a7b2d4e54ffac9,1,Ryo Chonan,1,-4,3.0,-12.0,9,1,27.0,3.0,1,0,3.0,0.0,2,1,6.0,3.0,1,-4,3.0,-12.0,2,-8,6.0,-24.0
9a596aaa2b9a18db,55a7b2d4e54ffac9,2,Ryo Chonan,1,0,3.0,0.0,2,-1,6.0,-3.0,0,0,0.0,0.0,0,-1,0.0,-3.0,9,8,27.0,24.0,23,21,69.0,63.0
9a596aaa2b9a18db,55a7b2d4e54ffac9,3,Ryo Chonan,4,4,12.0,12.0,6,0,18.0,0.0,1,0,3.0,0.0,2,1,6.0,3.0,5,1,15.0,3.0,12,6,36.0,18.0
a23b4817f0b773c8,6f018c039b4d5d80,1,Jon Fitch,1,-5,3.0,-15.0,5,-4,15.0,-12.0,0,-1,0.0,-3.0,2,1,6.0,3.0,0,-32,0.0,-96.0,0,-45,0.0,-135.0
a23b4817f0b773c8,6f018c039b4d5d80,2,Jon Fitch,13,-13,39.0,-39.0,42,-16,126.0,-48.0,3,2,9.0,6.0,9,8,27.0,24.0,0,0,0.0,0.0,0,0,0.0,0.0
a23b4817f0b773c8,6f018c039b4d5d80,3,Jon Fitch,4,-13,12.0,-39.0,15,-18,45.0,-54.0,3,0,9.0,0.0,5,2,15.0,6.0,4,0,12.0,0.0,6,0,18.0,0.0
a23b4817f0b773c8,6f018c039b4d5d80,4,Jon Fitch,7,-8,21.0,-24.0,35,4,105.0,12.0,0,0,0.0,0.0,2,2,6.0,6.0,1,-1,3.0,-3.0,1,-2,3.0,-6.0
a23b4817f0b773c8,6f018c039b4d5d80,5,Jon Fitch,1,-12,3.0,-36.0,10,-10,30.0,-30.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-11,0.0,-33.0,0,-16,0.0,-48.0
b2013a8b4ed68c8d,7450525c7ba032a0,1,Heath Herring,0,-1,0.0,-3.0,1,-2,3.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,1,-16,3.0,-48.0,1,-18,3.0,-54.0
b2013a8b4ed68c8d,7450525c7ba032a0,2,Heath Herring,1,-1,3.0,-3.0,2,-3,6.0,-9.0,2,-2,6.0,-6.0,5,1,15.0,3.0,0,-6,0.0,-18.0,0,-6,0.0,-18.0
b2013a8b4ed68c8d,7450525c7ba032a0,3,Heath Herring,0,-2,0.0,-6.0,4,2,12.0,6.0,5,2,15.0,6.0,6,3,18.0,9.0,0,-10,0.0,-30.0,2,-8,6.0,-24.0
e915c1987050eac8,dc0f07928009a127,1,Rob Emerson,2,2,150.0,150.0,2,-1,150.0,-74.99999999999997,0,0,0.0,0.0,0,0,0.0,0.0,1,1,75.0,75.0,1,1,75.0,75.0
c2fd7ee22721846c,daf1b84aebd6602b,1,Roger Huerta,9,5,27.0,15.0,28,19,84.0,57.0,4,-2,12.0,-6.0,6,-1,18.0,-3.0,0,-4,0.0,-12.0,0,-5,0.0,-15.0
c2fd7ee22721846c,daf1b84aebd6602b,2,Roger Huerta,7,-4,21.0,-12.0,29,4,87.0,12.0,1,-1,3.0,-3.0,2,-1,6.0,-3.0,4,-1,12.0,-3.0,4,-1,12.0,-3.0
c2fd7ee22721846c,daf1b84aebd6602b,3,Roger Huerta,7,-7,21.0,-21.0,31,-4,93.0,-12.0,0,-2,0.0,-6.0,2,-4,6.0,-12.0,1,-2,3.0,-6.0,1,-3,3.0,-9.0
31362d9ea15127b2,427b5953ac8e3a27,1,Demian Maia,1,1,3.0,3.0,4,1,12.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,6.0,0.0,2,-1,6.0,-3.0
31362d9ea15127b2,427b5953ac8e3a27,2,Demian Maia,1,0,3.0,0.0,3,0,9.0,0.0,3,1,9.0,3.0,5,3,15.0,9.0,18,18,54.0,54.0,35,35,105.0,105.0
31362d9ea15127b2,427b5953ac8e3a27,3,Demian Maia,0,-1,0.0,-5.48780487804878,2,0,10.97560975609756,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,4,27.4390243902439,21.95121951219512,8,6,43.90243902439024,32.92682926829268
e2a61ec3bc83da98,eff47295daf721a6,1,Tamdan McCrory,0,-1,0.0,-3.0,4,2,12.0,6.0,8,4,24.0,12.0,11,4,33.0,12.0,4,3,12.0,9.0,7,5,21.0,15.0
e2a61ec3bc83da98,eff47295daf721a6,2,Tamdan McCrory,0,0,0.0,0.0,0,-3,0.0,-9.0,0,0,0.0,0.0,0,0,0.0,0.0,7,7,21.0,21.0,11,11,33.0,33.0
e2a61ec3bc83da98,eff47295daf721a6,3,Tamdan McCrory,2,-1,6.0,-3.0,5,-3,15.0,-9.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,5,4,15.0,12.0,6,4,18.0,12.0
4f7a7a0b67f085b3,dd8aec6de7035943,1,Dan Evensen,0,-6,0.0,-18.305084745762713,7,-4,21.35593220338983,-12.203389830508474,2,-3,6.101694915254237,-9.152542372881356,2,-4,6.101694915254237,-12.203389830508476,0,-12,0.0,-36.610169491525426,0,-17,0.0,-51.86440677966102
c5e0e4ee11903076,cc300e9aa3063431,1,Andre Gusmao,7,5,21.0,15.0,14,-1,42.0,-3.0,10,-3,30.0,-9.0,14,-8,42.0,-24.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
c5e0e4ee11903076,cc300e9aa3063431,2,Andre Gusmao,8,-1,24.0,-3.0,21,1,63.0,3.0,3,-2,9.0,-6.0,10,3,30.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
c5e0e4ee11903076,cc300e9aa3063431,3,Andre Gusmao,4,2,12.0,6.0,8,-3,24.0,-9.0,2,-6,6.0,-18.0,17,-5,51.0,-15.0,0,-2,0.0,-6.0,0,-4,0.0,-12.0
c92a4fe402579c49,a56607a451e4c70d,1,Chris Wilson,6,2,18.0,6.0,16,6,48.0,18.0,5,5,15.0,15.0,6,6,18.0,18.0,6,6,18.0,18.0,7,7,21.0,21.0
c92a4fe402579c49,a56607a451e4c70d,2,Chris Wilson,5,5,15.0,15.0,11,6,33.0,18.0,0,0,0.0,0.0,1,1,3.0,3.0,9,9,27.0,27.0,9,9,27.0,27.0
c92a4fe402579c49,a56607a451e4c70d,3,Chris Wilson,9,8,27.0,24.0,13,10,39.0,30.0,1,1,3.0,3.0,1,1,3.0,3.0,6,6,18.0,18.0,8,8,24.0,24.0
204fe39cf94f45dc,b732b326c362fb62,1,Ryan Thomas,6,-11,18.0,-33.0,22,-7,66.0,-21.0,3,0,9.0,0.0,8,3,24.0,9.0,0,-5,0.0,-15.0,0,-5,0.0,-15.0
204fe39cf94f45dc,b732b326c362fb62,2,Ryan Thomas,3,-11,18.243243243243242,-66.89189189189189,20,3,121.62162162162161,18.243243243243242,0,-1,0.0,-6.081081081081081,3,2,18.243243243243242,12.162162162162161,0,-1,0.0,-6.081081081081081,0,-1,0.0,-6.081081081081081
4eafb2657c3781f5,a7f4d0902bb64092,1,James Irvin,0,-5,0.0,-73.7704918032787,3,-2,44.26229508196722,-29.508196721311485,0,0,0.0,0.0,0,0,0.0,0.0,0,-8,0.0,-118.03278688524591,0,-8,0.0,-118.03278688524591
512f2d10f92d0d36,fa315e6c77eee106,1,Brandon Vera,2,-2,6.0,-6.0,13,6,39.0,18.0,8,0,24.0,0.0,11,3,33.0,9.0,2,1,6.0,3.0,3,2,9.0,6.0
512f2d10f92d0d36,fa315e6c77eee106,2,Brandon Vera,7,-1,21.0,-3.0,14,-3,42.0,-9.0,4,2,12.0,6.0,6,4,18.0,12.0,2,2,6.0,6.0,3,3,9.0,9.0
512f2d10f92d0d36,fa315e6c77eee106,3,Brandon Vera,3,-4,9.0,-12.0,10,-5,30.0,-15.0,10,10,30.0,30.0,14,11,42.0,33.0,0,0,0.0,0.0,0,0,0.0,0.0
9f14f080b08e6869,f2688492b9a525a3,1,Frankie Edgar,1,-2,3.0,-6.0,3,-3,9.0,-9.0,0,-2,0.0,-6.0,1,-2,3.0,-6.0,18,18,54.0,54.0,32,32,96.0,96.0
9f14f080b08e6869,f2688492b9a525a3,2,Frankie Edgar,3,0,9.0,0.0,8,-1,24.0,-3.0,1,1,3.0,3.0,2,-1,6.0,-3.0,21,21,63.0,63.0,35,35,105.0,105.0
9f14f080b08e6869,f2688492b9a525a3,3,Frankie Edgar,6,-2,18.0,-6.0,8,-7,24.0,-21.0,4,2,12.0,6.0,5,3,15.0,9.0,15,15,45.0,45.0,18,18,54.0,54.0
333c9e6f3cc8f91e,20bcc9966affb19c,1,Jake O'Brien,1,1,7.3770491803278695,7.3770491803278695,1,0,7.3770491803278695,0.0,0,-1,0.0,-7.3770491803278695,0,-1,0.0,-7.3770491803278695,0,-23,0.0,-169.672131147541,0,-24,0.0,-177.04918032786887
51ae1d8a663ae1fe,a6d8bfe9e0c8153b,1,Kevin Burns,6,-3,18.0,-9.0,18,-7,54.0,-21.0,7,0,21.0,0.0,12,5,36.0,15.0,0,-4,0.0,-12.0,0,-8,0.0,-24.0
51ae1d8a663ae1fe,a6d8bfe9e0c8153b,2,Kevin Burns,9,-9,27.0,-27.0,28,-8,84.0,-24.0,4,-2,12.0,-6.0,4,-5,12.0,-15.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
51ae1d8a663ae1fe,a6d8bfe9e0c8153b,3,Kevin Burns,10,4,41.860465116279066,16.744186046511626,20,10,83.72093023255813,41.860465116279066,0,0,0.0,0.0,0,0,0.0,0.0,1,1,4.186046511627906,4.186046511627906,1,-1,4.186046511627906,-4.186046511627906
403bed9fe983b10a,dd992d569aaebee6,1,Jesse Taylor,0,0,0.0,0.0,2,0,7.563025210084034,0.0,3,0,11.344537815126051,0.0,4,1,15.126050420168069,3.7815126050420176,1,0,3.781512605042017,0.0,7,5,26.47058823529412,18.907563025210084
b9b8509c568dc144,a0b91014e9d16a76,1,Cale Yarbrough,6,-11,47.36842105263158,-86.84210526315789,22,-44,173.6842105263158,-347.36842105263156,0,0,0.0,0.0,0,0,0.0,0.0,0,-2,0.0,-15.78947368421053,0,-2,0.0,-15.78947368421053
82f2afc6d7db44f3,91d73ee59347ac16,1,Brodie Farber,17,12,157.7319587628866,111.34020618556701,30,9,278.35051546391753,83.50515463917526,1,0,9.278350515463918,0.0,2,1,18.556701030927837,9.278350515463918,0,0,0.0,0.0,0,0,0.0,0.0
f8b6468621db85ca,cbf94e4c4af4ff6d,1,Nate Loughran,1,-1,3.4482758620689657,-3.4482758620689657,3,-3,10.344827586206897,-10.344827586206897,0,0,0.0,0.0,0,0,0.0,0.0,0,-5,0.0,-17.24137931034483,0,-9,0.0,-31.03448275862069
62f487635d7a9bb0,f74e037b97917027,1,James Giboo,6,-9,18.0,-27.0,20,-8,60.0,-24.0,0,-2,0.0,-6.0,1,-4,3.0,-12.0,0,-10,0.0,-30.0,0,-17,0.0,-51.0
62f487635d7a9bb0,f74e037b97917027,2,James Giboo,3,-12,18.120805369127517,-72.48322147651007,12,-12,72.48322147651007,-72.48322147651007,0,-3,0.0,-18.120805369127517,0,-3,0.0,-18.120805369127517,0,-8,0.0,-48.32214765100671,0,-10,0.0,-60.402684563758385
8d26509990b6e518,9f1641c08cf8fbe2,1,Shannon Gugerty,2,1,8.450704225352112,4.225352112676056,4,-2,16.901408450704224,-8.450704225352116,0,0,0.0,0.0,0,0,0.0,0.0,1,1,4.225352112676056,4.225352112676056,4,4,16.901408450704224,16.901408450704224
ae674ec42bd0a979,ffc088e64fab57e9,1,Quinton Jackson,7,-12,21.0,-36.0,19,-39,57.0,-117.0,4,0,12.0,0.0,6,1,18.0,3.0,5,5,15.0,15.0,8,8,24.0,24.0
ae674ec42bd0a979,ffc088e64fab57e9,2,Quinton Jackson,0,-2,0.0,-6.0,0,-4,0.0,-12.0,0,-1,0.0,-3.0,0,-3,0.0,-9.0,0,-13,0.0,-39.0,0,-28,0.0,-84.0
ae674ec42bd0a979,ffc088e64fab57e9,3,Quinton Jackson,7,-7,21.0,-21.0,30,-34,90.0,-102.0,1,1,3.0,3.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0
ae674ec42bd0a979,ffc088e64fab57e9,4,Quinton Jackson,7,5,21.0,15.0,24,-9,72.0,-27.0,5,5,15.0,15.0,6,6,18.0,18.0,2,2,6.0,6.0,3,3,9.0,9.0
ae674ec42bd0a979,ffc088e64fab57e9,5,Quinton Jackson,9,-10,27.0,-30.0,35,-42,105.0,-126.0,3,0,9.0,0.0,5,1,15.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
6760e48a36571feb,9fa3bd637edd9aa2,1,Patrick Cote,0,0,0.0,0.0,1,-1,3.0,-3.0,1,0,3.0,0.0,2,1,6.0,3.0,1,-14,3.0,-42.0,1,-19,3.0,-57.0
6760e48a36571feb,9fa3bd637edd9aa2,2,Patrick Cote,5,3,15.0,9.0,22,17,66.0,51.0,4,3,12.0,9.0,6,5,18.0,15.0,2,2,6.0,6.0,3,3,9.0,9.0
6760e48a36571feb,9fa3bd637edd9aa2,3,Patrick Cote,11,4,33.0,12.0,29,-3,87.0,-9.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-1,0.0,-3.0
51b0cc51799e7d5d,79899ecf62020f6d,1,Joe Stevenson,3,3,9.0,9.0,10,6,30.0,18.0,4,4,12.0,12.0,5,5,15.0,15.0,2,2,6.0,6.0,2,2,6.0,6.0
51b0cc51799e7d5d,79899ecf62020f6d,2,Joe Stevenson,3,0,15.254237288135592,0.0,10,-6,50.84745762711864,-30.50847457627119,0,0,0.0,0.0,0,-3,0.0,-15.254237288135592,0,-1,0.0,-5.084745762711864,0,-1,0.0,-5.084745762711864
ac82d28aaa5faaf0,dd37fd509af89f15,1,Josh Koscheck,1,-5,3.0,-15.0,4,-27,12.0,-81.0,0,0,0.0,0.0,0,0,0.0,0.0,4,4,12.0,12.0,7,7,21.0,21.0
ac82d28aaa5faaf0,dd37fd509af89f15,2,Josh Koscheck,3,2,9.0,6.0,7,1,21.0,3.0,4,4,12.0,12.0,4,3,12.0,9.0,20,20,60.0,60.0,26,26,78.0,78.0
ac82d28aaa5faaf0,dd37fd509af89f15,3,Josh Koscheck,1,-6,3.0,-18.0,4,-21,12.0,-63.0,0,-2,0.0,-6.0,1,-1,3.0,-3.0,5,5,15.0,15.0,5,5,15.0,15.0
61f0ceb980c1ae81,20205040232ed0f3,1,Tyson Griffin,15,11,45.0,33.0,33,4,99.0,12.0,0,0,0.0,0.0,0,-1,0.0,-3.0,12,12,36.0,36.0,22,22,66.0,66.0
61f0ceb980c1ae81,20205040232ed0f3,2,Tyson Griffin,13,9,39.0,27.0,33,18,99.0,54.0,6,0,18.0,0.0,8,2,24.0,6.0,6,6,18.0,18.0,6,6,18.0,18.0
61f0ceb980c1ae81,20205040232ed0f3,3,Tyson Griffin,36,31,108.0,93.0,66,38,198.0,114.0,2,1,6.0,3.0,3,2,9.0,6.0,2,2,6.0,6.0,4,4,12.0,12.0
bbe3d2a2ad8d204e,75f871836d41f90f,1,Justin McCully,2,-1,15.384615384615383,-7.692307692307693,9,5,69.23076923076923,38.46153846153846,0,0,0.0,0.0,0,0,0.0,0.0,0,-3,0.0,-23.076923076923077,0,-4,0.0,-30.769230769230766
66f0238fac31130f,282fa667ff9c51ed,1,Cole Miller,9,-8,27.0,-24.0,47,3,141.0,9.0,5,1,15.0,3.0,9,3,27.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
66f0238fac31130f,282fa667ff9c51ed,2,Cole Miller,10,-5,30.0,-15.0,39,8,117.0,24.0,0,-4,0.0,-12.0,1,-4,3.0,-12.0,10,8,30.0,24.0,12,8,36.0,24.0
66f0238fac31130f,282fa667ff9c51ed,3,Cole Miller,5,-1,15.625,-3.125,25,5,78.125,15.625,2,-3,6.25,-9.375,8,-5,25.0,-15.625,0,-1,0.0,-3.125,0,-4,0.0,-12.5
13858ffdaaef5671,ccd1299e0345e0ce,1,Melvin Guillard,4,4,100.0,100.0,5,4,125.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,6,6,150.0,150.0,10,10,250.0,250.0
bcefcb29bec709d6,abbc737317f66b81,1,Corey Hill,13,5,39.0,15.0,40,1,120.0,3.0,10,8,30.0,24.0,15,8,45.0,24.0,1,1,3.0,3.0,7,7,21.0,21.0
bcefcb29bec709d6,abbc737317f66b81,2,Corey Hill,8,1,30.379746835443033,3.7974683544303787,23,1,87.34177215189872,3.7974683544303787,2,-5,7.594936708860758,-18.987341772151897,3,-9,11.392405063291138,-34.177215189873415,0,0,0.0,0.0,0,0,0.0,0.0
98b1ee14ad4ea1c6,8f2d9ee27f206f1f,1,Evan Tanner,0,-3,0.0,-9.0,2,-8,6.0,-24.0,1,-7,3.0,-21.0,2,-7,6.0,-21.0,3,3,9.0,9.0,6,6,18.0,18.0
98b1ee14ad4ea1c6,8f2d9ee27f206f1f,2,Evan Tanner,4,-8,12.0,-24.0,7,-16,21.0,-48.0,5,-13,15.0,-39.0,5,-17,15.0,-51.0,0,0,0.0,0.0,0,0,0.0,0.0
98b1ee14ad4ea1c6,8f2d9ee27f206f1f,3,Evan Tanner,5,-2,15.0,-6.0,15,-5,45.0,-15.0,9,-2,27.0,-6.0,10,-2,30.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0
0064bbc554d85421,5d7bdab5e03e3216,1,CB Dollaway,2,0,9.89010989010989,0.0,4,-1,19.78021978021978,-4.945054945054945,0,0,0.0,0.0,0,0,0.0,0.0,4,4,19.78021978021978,19.78021978021978,12,12,59.34065934065934,59.34065934065934
31c2d8648b06a001,9583662df31d943f,1,Luigi Fioravanti,3,-3,9.0,-9.0,14,-14,42.0,-42.0,6,1,18.0,3.0,13,7,39.0,21.0,0,0,0.0,0.0,0,0,0.0,0.0
31c2d8648b06a001,9583662df31d943f,2,Luigi Fioravanti,6,-2,18.0,-6.0,19,-1,57.0,-3.0,5,-1,15.0,-3.0,12,0,36.0,0.0,0,-6,0.0,-18.0,0,-11,0.0,-33.0
31c2d8648b06a001,9583662df31d943f,3,Luigi Fioravanti,5,-5,18.21862348178138,-18.21862348178138,16,-6,58.29959514170041,-21.86234817813765,2,0,7.287449392712551,0.0,6,2,21.86234817813765,7.287449392712549,0,-8,0.0,-29.149797570850204,0,-13,0.0,-47.36842105263158
7ddaf46a81b7e616,f34312c2ccfa0e00,1,Spencer Fisher,3,2,9.0,6.0,6,2,18.0,6.0,2,0,6.0,0.0,2,0,6.0,0.0,15,11,45.0,33.0,29,25,87.0,75.0
7ddaf46a81b7e616,f34312c2ccfa0e00,2,Spencer Fisher,10,9,30.0,27.0,19,6,57.0,18.0,12,6,36.0,18.0,17,10,51.0,30.0,4,4,12.0,12.0,13,12,39.0,36.0
7ddaf46a81b7e616,f34312c2ccfa0e00,3,Spencer Fisher,10,3,30.0,9.0,17,-1,51.0,-3.0,0,0,0.0,0.0,1,1,3.0,3.0,0,-2,0.0,-6.0,0,-6,0.0,-18.0
61d89b0cb175430c,d023ae89a2a4a41e,1,Matthew Riddle,0,-3,0.0,-9.0,2,-4,6.0,-12.0,26,12,78.0,36.0,32,4,96.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
61d89b0cb175430c,d023ae89a2a4a41e,2,Matthew Riddle,0,-4,0.0,-12.0,5,-3,15.0,-9.0,12,5,36.0,15.0,14,3,42.0,9.0,11,10,33.0,30.0,13,10,39.0,30.0
61d89b0cb175430c,d023ae89a2a4a41e,3,Matthew Riddle,1,-1,3.0,-3.0,3,-1,9.0,-3.0,4,1,12.0,3.0,5,1,15.0,3.0,6,6,18.0,18.0,6,6,18.0,18.0
688c8b695e521ce8,a149d6bc670cdb60,1,Dustin Hazelett,5,-2,15.0,-6.0,16,3,48.0,9.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,0,-7,0.0,-21.0,0,-10,0.0,-30.0
688c8b695e521ce8,a149d6bc670cdb60,2,Dustin Hazelett,6,-6,18.88111888111888,-18.88111888111888,23,-4,72.37762237762237,-12.5874125874126,2,-3,6.293706293706294,-9.44055944055944,4,-3,12.587412587412588,-9.440559440559442,0,-2,0.0,-6.293706293706294,0,-2,0.0,-6.293706293706294
98a1121ffbc47657,1fd4fbdcc67de844,1,Drew McFedries,3,3,39.705882352941174,39.705882352941174,8,7,105.88235294117646,92.6470588235294,15,12,198.52941176470588,158.8235294117647,23,18,304.4117647058824,238.23529411764707,1,1,13.235294117647058,13.235294117647058,1,1,13.235294117647058,13.235294117647058
6aee27cc2610b56a,de62052b2ede65ba,1,Matt Arroyo,11,5,33.0,15.0,33,16,99.0,48.0,9,0,27.0,0.0,19,7,57.0,21.0,3,3,9.0,9.0,4,4,12.0,12.0
6aee27cc2610b56a,de62052b2ede65ba,2,Matt Arroyo,3,-3,12.272727272727273,-12.272727272727273,8,-3,32.72727272727273,-12.272727272727273,0,0,0.0,0.0,0,0,0.0,0.0,0,-11,0.0,-45.0,0,-25,0.0,-102.27272727272728
5288ef3edf1eda6e,8d26912cd2aeb366,1,Jeremy Horn,2,-3,7.758620689655173,-11.63793103448276,28,10,108.62068965517241,38.79310344827586,0,0,0.0,0.0,0,-2,0.0,-7.758620689655173,0,-1,0.0,-3.8793103448275863,0,-2,0.0,-7.758620689655173
0700b74037329215,42078a86d3dd037b,1,Rob Yundt,1,0,3.781512605042017,0.0,1,-1,3.781512605042017,-3.781512605042017,0,0,0.0,0.0,0,0,0.0,0.0,4,-4,15.126050420168069,-15.126050420168069,5,-6,18.907563025210084,-22.689075630252102
b3a3341a5db2d484,621a6c59f88a44fe,1,Matt Hughes,0,-1,0.0,-3.0,2,-2,6.0,-6.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0,9,6,27.0,18.0,10,5,30.0,15.0
b3a3341a5db2d484,621a6c59f88a44fe,2,Matt Hughes,0,-2,0.0,-29.032258064516125,1,-1,14.516129032258062,-14.516129032258062,0,0,0.0,0.0,0,0,0.0,0.0,0,-2,0.0,-29.032258064516125,0,-3,0.0,-43.548387096774185
761681c1ab0fdead,a6fd2173d5e2d7f0,1,Jason Day,7,3,28.37837837837838,12.162162162162161,12,-1,48.648648648648646,-4.054054054054056,0,-4,0.0,-16.216216216216218,0,-5,0.0,-20.27027027027027,0,-17,0.0,-68.91891891891892,0,-25,0.0,-101.35135135135135
ff872fa3e9ec32a9,b7d524c77c27389b,1,Marcus Davis,3,3,9.0,9.0,9,5,27.0,15.0,1,1,3.0,3.0,1,1,3.0,3.0,2,-3,6.0,-9.0,2,-9,6.0,-27.0
ff872fa3e9ec32a9,b7d524c77c27389b,2,Marcus Davis,5,4,15.0,12.0,8,3,24.0,9.0,9,4,27.0,12.0,12,3,36.0,9.0,2,-7,6.0,-21.0,3,-11,9.0,-33.0
ff872fa3e9ec32a9,b7d524c77c27389b,3,Marcus Davis,5,0,15.0,0.0,16,4,48.0,12.0,4,0,12.0,0.0,4,-7,12.0,-21.0,0,-3,0.0,-9.0,0,-20,0.0,-60.0
171007deb1cc56aa,cfb65863d5099327,1,Thales Leites,4,-2,12.0,-6.0,16,-5,48.0,-15.0,1,-2,3.0,-6.0,2,-3,6.0,-9.0,3,3,9.0,9.0,6,6,18.0,18.0
171007deb1cc56aa,cfb65863d5099327,2,Thales Leites,0,-3,0.0,-9.0,4,-4,12.0,-12.0,0,-1,0.0,-3.0,1,0,3.0,0.0,1,-9,3.0,-27.0,1,-15,3.0,-45.0
