bout_id,fighter_id,round,fighter,d_ss_s,d_ss_s_pr_di,d_ss_s_p15m,d_ss_s_p15m_di,d_ss_a,d_ss_a_pr_di,d_ss_a_p15m,d_ss_a_p15m_di,c_ss_s,c_ss_s_pr_di,c_ss_s_p15m,c_ss_s_p15m_di,c_ss_a,c_ss_a_pr_di,c_ss_a_p15m,c_ss_a_p15m_di,g_ss_s,g_ss_s_pr_di,g_ss_s_p15m,g_ss_s_p15m_di,g_ss_a,g_ss_a_pr_di,g_ss_a_p15m,g_ss_a_p15m_di
11f715fa5e825e51,e1147d3d2dabe1ce,1,Robert Whittaker,10,4,30.0,12.0,29,11,87.0,33.0,1,-2,3.0,-6.0,1,-2,3.0,-6.0,0,-3,0.0,-9.0,0,-3,0.0,-9.0
11f715fa5e825e51,e1147d3d2dabe1ce,2,Robert Whittaker,10,7,30.0,21.0,23,11,69.0,33.0,0,0,0.0,0.0,0,0,0.0,0.0,5,5,15.0,15.0,7,7,21.0,21.0
11f715fa5e825e51,e1147d3d2dabe1ce,3,Robert Whittaker,11,6,33.0,18.0,30,10,90.0,30.0,2,1,6.0,3.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
11f715fa5e825e51,e1147d3d2dabe1ce,4,Robert Whittaker,12,6,36.0,18.0,31,15,93.0,45.0,1,-1,3.0,-3.0,3,0,9.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
11f715fa5e825e51,e1147d3d2dabe1ce,5,Robert Whittaker,14,3,42.0,9.0,26,5,78.0,15.0,3,2,9.0,6.0,5,3,15.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
a3820f1eb82f2ba6,73e09f837f3b5ecc,1,Rogerio Nogueira,13,2,39.0,6.0,30,-1,90.0,-3.0,0,-5,0.0,-15.0,0,-5,0.0,-15.0,0,0,0.0,0.0,0,0,0.0,0.0
a3820f1eb82f2ba6,73e09f837f3b5ecc,2,Rogerio Nogueira,10,-4,30.0,-12.0,34,4,102.0,12.0,1,0,3.0,0.0,1,0,3.0,0.0,4,4,12.0,12.0,4,4,12.0,12.0
a3820f1eb82f2ba6,73e09f837f3b5ecc,3,Rogerio Nogueira,18,-2,54.0,-6.0,31,1,93.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-3,0.0,-9.0,0,-6,0.0,-18.0
f786136e55007e17,492b202d2064e7a9,1,Fabricio Werdum,3,-1,18.0,-6.0,4,-8,24.0,-48.0,0,0,0.0,0.0,0,0,0.0,0.0,1,-6,6.0,-36.0,1,-6,6.0,-36.0
5632f2364016e879,d910665038efc639,1,Carla Esparza,0,-2,0.0,-6.0,0,-8,0.0,-24.0,0,0,0.0,0.0,0,0,0.0,0.0,8,-10,24.0,-30.0,12,-13,36.0,-39.0
5632f2364016e879,d910665038efc639,2,Carla Esparza,1,-7,3.0,-21.0,8,-10,24.0,-30.0,0,0,0.0,0.0,0,-1,0.0,-3.0,6,0,18.0,0.0,11,1,33.0,3.0
5632f2364016e879,d910665038efc639,3,Carla Esparza,3,-2,9.0,-6.0,8,-4,24.0,-12.0,1,1,3.0,3.0,1,1,3.0,3.0,14,13,42.0,39.0,20,18,60.0,54.0
74dae3d87a99cf5d,eabf206b162b3b83,1,Paul Craig,2,1,14.285714285714285,7.142857142857142,5,3,35.71428571428571,21.428571428571423,0,0,0.0,0.0,0,0,0.0,0.0,0,-10,0.0,-71.42857142857142,0,-14,0.0,-99.99999999999999
58e07add007685f8,57b10fca4f9c9a7a,1,Alex Oliveira,9,2,27.0,6.0,24,3,72.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
58e07add007685f8,57b10fca4f9c9a7a,2,Alex Oliveira,11,1,33.0,3.0,27,10,81.0,30.0,6,6,18.0,18.0,6,6,18.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0
58e07add007685f8,57b10fca4f9c9a7a,3,Alex Oliveira,17,5,51.0,15.0,34,5,102.0,15.0,1,1,3.0,3.0,1,1,3.0,3.0,1,1,3.0,3.0,1,1,3.0,3.0
573d3a6984cbcd29,f748267c4ab6c127,1,Rhys McKee,0,0,0.0,0.0,0,-1,0.0,-4.761904761904762,0,0,0.0,0.0,0,0,0.0,0.0,0,-40,0.0,-190.47619047619048,0,-61,0.0,-290.4761904761905
3b209a2aee014ac2,a8283a4f415e1eb9,1,Francisco Trinaldo,3,1,9.0,3.0,12,1,36.0,3.0,3,1,9.0,3.0,4,2,12.0,6.0,3,3,9.0,9.0,4,3,12.0,9.0
3b209a2aee014ac2,a8283a4f415e1eb9,2,Francisco Trinaldo,8,-3,24.0,-9.0,21,-5,63.0,-15.0,0,-3,0.0,-9.0,0,-4,0.0,-12.0,1,1,3.0,3.0,1,-1,3.0,-3.0
3b209a2aee014ac2,a8283a4f415e1eb9,3,Francisco Trinaldo,8,5,80.0,50.0,12,-12,120.0,-120.0,0,0,0.0,0.0,0,0,0.0,0.0,4,4,40.0,40.0,4,4,40.0,40.0
407e1c6850e7022c,9d19d9e4aa2662e8,1,Nicolas Dalby,17,-4,91.07142857142858,-21.42857142857143,44,12,235.71428571428575,64.2857142857143,3,1,16.071428571428573,5.357142857142858,6,1,32.142857142857146,5.357142857142858,0,-7,0.0,-37.50000000000001,0,-8,0.0,-42.85714285714286
6cfab1da57d260f4,92fa1401b7927da3,1,Jake Collier,3,-6,60.0,-120.0,9,0,180.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-1,0.0,-20.0,0,-1,0.0,-20.0
32b0e450b11b32fe,76e2870ffafbe38f,1,Movsar Evloev,18,16,54.0,48.0,33,18,99.0,54.0,1,0,3.0,0.0,1,0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
32b0e450b11b32fe,76e2870ffafbe38f,2,Movsar Evloev,26,20,78.0,60.0,49,33,147.0,99.0,5,5,15.0,15.0,6,6,18.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0
32b0e450b11b32fe,76e2870ffafbe38f,3,Movsar Evloev,28,18,84.0,54.0,60,27,180.0,81.0,1,1,3.0,3.0,1,1,3.0,3.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
88d3b6b833e31712,41f90012b86a11bf,1,Raphael Pessoa,5,-10,15.0,-30.0,16,-8,48.0,-24.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
88d3b6b833e31712,41f90012b86a11bf,2,Raphael Pessoa,7,-12,40.38461538461538,-69.23076923076923,19,-5,109.61538461538461,-28.84615384615384,0,0,0.0,0.0,1,1,5.769230769230769,5.769230769230769,0,-9,0.0,-51.92307692307692,0,-12,0.0,-69.23076923076923
54bbc7974df586a1,91dac5e69e28d5b5,1,Pannie Kianzad,27,13,81.0,39.0,63,23,189.0,69.0,3,-1,9.0,-3.0,5,-2,15.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0
54bbc7974df586a1,91dac5e69e28d5b5,2,Pannie Kianzad,22,6,66.0,18.0,45,4,135.0,12.0,3,-2,9.0,-6.0,3,-5,9.0,-15.0,0,-1,0.0,-3.0,0,-2,0.0,-6.0
54bbc7974df586a1,91dac5e69e28d5b5,3,Pannie Kianzad,48,32,144.0,96.0,83,38,249.0,114.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
87daaa6db4f6940c,abd5fb12437eda21,1,Ramazan Emeev,4,-2,12.0,-6.0,10,-7,30.0,-21.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,2,1,6.0,3.0,3,2,9.0,6.0
87daaa6db4f6940c,abd5fb12437eda21,2,Ramazan Emeev,15,-2,45.0,-6.0,39,2,117.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
87daaa6db4f6940c,abd5fb12437eda21,3,Ramazan Emeev,0,-4,0.0,-12.0,5,-7,15.0,-21.0,7,7,21.0,21.0,9,7,27.0,21.0,1,0,3.0,0.0,1,-1,3.0,-3.0
67db05bac9165722,5fa2974cbd18e05c,1,John Castaneda,21,-10,63.0,-30.0,43,-14,129.0,-42.0,1,-1,3.0,-3.0,1,-2,3.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0
67db05bac9165722,5fa2974cbd18e05c,2,John Castaneda,17,-33,51.0,-99.0,42,-44,126.0,-132.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0
67db05bac9165722,5fa2974cbd18e05c,3,John Castaneda,15,-27,45.0,-81.0,43,-35,129.0,-105.0,1,-3,3.0,-9.0,1,-5,3.0,-15.0,0,0,0.0,0.0,0,0,0.0,0.0
4dc5039b21013b3a,aa72b0f831d0bfe5,1,Deiveson Figueiredo,12,-6,37.5,-18.75,16,-12,50.0,-37.5,0,0,0.0,0.0,0,0,0.0,0.0,23,23,71.875,71.875,24,24,75.0,75.0
fcfd2e6eed519cb9,8c0580d4fff106c1,1,Kelvin Gastelum,0,-2,0.0,-23.076923076923077,3,-1,34.61538461538461,-11.53846153846154,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
e5872dfa5b93fcbb,c814b4c899793af6,1,Rafael Fiziev,11,1,33.0,3.0,21,4,63.0,12.0,5,4,15.0,12.0,8,7,24.0,21.0,2,2,6.0,6.0,2,2,6.0,6.0
e5872dfa5b93fcbb,c814b4c899793af6,2,Rafael Fiziev,27,0,81.0,0.0,40,-18,120.0,-54.0,1,0,3.0,0.0,1,0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
e5872dfa5b93fcbb,c814b4c899793af6,3,Rafael Fiziev,29,0,87.0,0.0,49,-22,147.0,-66.0,3,3,9.0,9.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
c4c379b8f99fea88,6551c64fbcd1a467,1,Ariane Lipski,3,1,30.681818181818183,10.227272727272727,4,0,40.909090909090914,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
ba4485ce4e8e3fe1,b1d19449397541dc,1,Askar Askarov,0,-1,0.0,-3.0,1,-1,3.0,-3.0,3,3,9.0,9.0,3,3,9.0,9.0,2,2,6.0,6.0,2,2,6.0,6.0
ba4485ce4e8e3fe1,b1d19449397541dc,2,Askar Askarov,8,-3,24.0,-9.0,17,-3,51.0,-9.0,2,1,6.0,3.0,3,2,9.0,6.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
ba4485ce4e8e3fe1,b1d19449397541dc,3,Askar Askarov,26,8,78.0,24.0,36,-2,108.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
e5a9f75b1117d848,c3218c810959d279,1,Khadis Ibragimov,3,-10,10.588235294117647,-35.294117647058826,12,-4,42.35294117647059,-14.117647058823529,0,0,0.0,0.0,0,0,0.0,0.0,1,-5,3.5294117647058822,-17.647058823529413,2,-4,7.0588235294117645,-14.117647058823529
bb881d4ee6dfbf86,99bd51917728c25d,1,Grant Dawson,10,6,30.0,18.0,13,4,39.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0,4,3,12.0,9.0,4,3,12.0,9.0
bb881d4ee6dfbf86,99bd51917728c25d,2,Grant Dawson,5,3,15.0,9.0,12,6,36.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0,3,3,9.0,9.0
bb881d4ee6dfbf86,99bd51917728c25d,3,Grant Dawson,33,11,99.0,33.0,83,25,249.0,75.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0
b76c0b0ed2926737,654ae722109a0d31,1,Joe Duffy,14,-4,86.89655172413794,-24.827586206896555,26,-10,161.37931034482762,-62.06896551724137,0,0,0.0,0.0,0,-1,0.0,-6.206896551724139,0,0,0.0,0.0,0,0,0.0,0.0
b5f70d0c88f12645,ec52462a1b41f714,1,Brett Johns,2,-2,6.0,-6.0,6,-3,18.0,-9.0,2,1,6.0,3.0,2,1,6.0,3.0,1,-5,3.0,-15.0,2,-5,6.0,-15.0
b5f70d0c88f12645,ec52462a1b41f714,2,Brett Johns,0,-4,0.0,-12.0,1,-4,3.0,-12.0,1,-3,3.0,-9.0,1,-3,3.0,-9.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
b5f70d0c88f12645,ec52462a1b41f714,3,Brett Johns,2,-4,6.0,-12.0,4,-13,12.0,-39.0,3,3,9.0,9.0,3,3,9.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
b9b0da84b243213f,dee294e9717012c2,1,Malcolm Gordon,3,-7,9.574468085106382,-22.340425531914892,16,-9,51.06382978723404,-28.72340425531914,0,0,0.0,0.0,0,0,0.0,0.0,0,-2,0.0,-6.382978723404255,0,-3,0.0,-9.574468085106382
ecb24300bb3bef8c,eae48ff31db420c2,1,Arman Tsarukyan,17,15,51.0,45.0,32,20,96.0,60.0,0,-1,0.0,-3.0,0,-2,0.0,-6.0,5,5,15.0,15.0,8,4,24.0,12.0
ecb24300bb3bef8c,eae48ff31db420c2,2,Arman Tsarukyan,30,17,90.0,51.0,69,34,207.0,102.0,4,2,12.0,6.0,5,1,15.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
ecb24300bb3bef8c,eae48ff31db420c2,3,Arman Tsarukyan,33,19,99.0,57.0,81,36,243.0,108.0,2,1,6.0,3.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
147e31abbe3927d0,e2f6b2769aaedd6c,1,Serghei Spivac,19,-4,57.0,-12.0,44,-15,132.0,-45.0,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
147e31abbe3927d0,e2f6b2769aaedd6c,2,Serghei Spivac,27,7,81.0,21.0,71,13,213.0,39.0,2,2,6.0,6.0,2,2,6.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0
147e31abbe3927d0,e2f6b2769aaedd6c,3,Serghei Spivac,1,0,3.0,0.0,6,2,18.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0,23,23,69.0,69.0,25,25,75.0,75.0
abeaae1a64934178,82a5152216251682,1,Dan Ige,13,-4,39.0,-12.0,36,-2,108.0,-6.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-3,0.0,-9.0,0,-8,0.0,-24.0
abeaae1a64934178,82a5152216251682,2,Dan Ige,18,3,54.0,9.0,45,6,135.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
abeaae1a64934178,82a5152216251682,3,Dan Ige,20,-1,60.0,-3.0,49,-14,147.0,-42.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
abeaae1a64934178,82a5152216251682,4,Dan Ige,14,-4,42.0,-12.0,34,-17,102.0,-51.0,2,2,6.0,6.0,2,1,6.0,3.0,0,-3,0.0,-9.0,0,-5,0.0,-15.0
abeaae1a64934178,82a5152216251682,5,Dan Ige,17,-7,51.0,-21.0,52,7,156.0,21.0,0,-1,0.0,-3.0,0,-2,0.0,-6.0,0,-3,0.0,-9.0,0,-8,0.0,-24.0
7dbf23cb872edc9c,c96d9178c9ed9e62,1,Tim Elliott,21,5,63.0,15.0,57,23,171.0,69.0,0,0,0.0,0.0,2,2,6.0,6.0,1,1,3.0,3.0,2,2,6.0,6.0
7dbf23cb872edc9c,c96d9178c9ed9e62,2,Tim Elliott,13,-5,39.0,-15.0,39,7,117.0,21.0,2,0,6.0,0.0,3,1,9.0,3.0,8,8,24.0,24.0,8,8,24.0,24.0
7dbf23cb872edc9c,c96d9178c9ed9e62,3,Tim Elliott,10,-3,30.0,-9.0,43,2,129.0,6.0,12,6,36.0,18.0,15,2,45.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0
d4c314616eac8f8b,bf7ad5628363eec9,1,Cody Stamann,6,-5,18.0,-15.0,15,-2,45.0,-6.0,1,0,3.0,0.0,1,-3,3.0,-9.0,0,-3,0.0,-9.0,0,-4,0.0,-12.0
d4c314616eac8f8b,bf7ad5628363eec9,2,Cody Stamann,7,-3,21.0,-9.0,22,4,66.0,12.0,4,0,12.0,0.0,6,2,18.0,6.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0
d4c314616eac8f8b,bf7ad5628363eec9,3,Cody Stamann,5,-6,15.0,-18.0,24,-9,72.0,-27.0,3,-4,9.0,-12.0,4,-4,12.0,-12.0,0,0,0.0,0.0,0,0,0.0,0.0
15def71ff1679e06,f7467152fd9f18a2,1,Taila Santos,16,-6,48.0,-18.0,47,5,141.0,15.0,7,4,21.0,12.0,7,4,21.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
15def71ff1679e06,f7467152fd9f18a2,2,Taila Santos,5,-1,15.0,-3.0,21,3,63.0,9.0,4,2,12.0,6.0,5,-1,15.0,-3.0,5,5,15.0,15.0,7,7,21.0,21.0
15def71ff1679e06,f7467152fd9f18a2,3,Taila Santos,13,-2,39.0,-6.0,45,9,135.0,27.0,1,1,3.0,3.0,1,0,3.0,0.0,6,6,18.0,18.0,10,10,30.0,30.0
33d2a1dbb8a7fef5,eae431e70064e046,1,Abdul Razak,38,-3,114.0,-9.0,81,0,243.0,0.0,1,1,3.0,3.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
33d2a1dbb8a7fef5,eae431e70064e046,2,Abdul Razak,18,-13,54.0,-39.0,28,-30,84.0,-90.0,0,-12,0.0,-36.0,3,-13,9.0,-39.0,0,-2,0.0,-6.0,0,-2,0.0,-6.0
33d2a1dbb8a7fef5,eae431e70064e046,3,Abdul Razak,5,-1,15.0,-3.0,10,-2,30.0,-6.0,5,3,15.0,9.0,9,6,27.0,18.0,0,-4,0.0,-12.0,0,-4,0.0,-12.0
7fd810af30144119,e9ac7bfb65c25497,1,John Phillips,1,0,3.0,0.0,2,1,6.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-39,0.0,-117.0,0,-48,0.0,-144.0
7fd810af30144119,e9ac7bfb65c25497,2,John Phillips,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,-3,0.0,-37.5,0,-3,0.0,-37.5
f3efc6121c5323ff,396fe87b84ac2e1c,1,Lerone Murphy,3,-4,10.465116279069766,-13.953488372093021,12,-13,41.860465116279066,-45.348837209302324,2,1,6.976744186046512,3.488372093023256,3,1,10.465116279069766,3.488372093023255,17,15,59.302325581395344,52.325581395348834,25,23,87.20930232558139,80.23255813953487
0e969ae805006d1f,79325a3c1a5c3bf4,1,Andreas Michailidis,23,12,69.0,36.0,45,3,135.0,9.0,0,-7,0.0,-21.0,1,-6,3.0,-18.0,0,0,0.0,0.0,0,0,0.0,0.0
819f51ef9d945a46,bebb4ae55ac2bf6f,1,Chris Fishgold,8,0,24.0,0.0,18,2,54.0,6.0,4,2,12.0,6.0,5,3,15.0,9.0,0,-3,0.0,-9.0,0,-5,0.0,-15.0
819f51ef9d945a46,bebb4ae55ac2bf6f,2,Chris Fishgold,2,1,6.0,3.0,8,4,24.0,12.0,0,0,0.0,0.0,1,1,3.0,3.0,0,-1,0.0,-3.0,0,-4,0.0,-12.0
819f51ef9d945a46,bebb4ae55ac2bf6f,3,Chris Fishgold,6,-4,18.0,-12.0,26,11,78.0,33.0,0,0,0.0,0.0,0,-1,0.0,-3.0,0,-19,0.0,-57.0,0,-22,0.0,-66.0
dccea04cc3567955,eebc23626e38f5dc,1,Liana Jojua,1,-2,5.521472392638037,-11.042944785276072,2,-3,11.042944785276074,-16.56441717791411,1,-1,5.521472392638037,-5.521472392638037,1,-3,5.521472392638037,-16.56441717791411,0,0,0.0,0.0,0,0,0.0,0.0
f3c42ce9fad55eb7,b8a85389d115e35a,1,Jack Shore,3,1,9.0,3.0,9,2,27.0,6.0,6,5,18.0,15.0,6,5,18.0,15.0,13,13,39.0,39.0,20,20,60.0,60.0
f3c42ce9fad55eb7,b8a85389d115e35a,2,Jack Shore,4,1,24.161073825503355,6.040268456375838,5,-2,30.201342281879192,-12.080536912751676,0,0,0.0,0.0,0,0,0.0,0.0,3,3,18.120805369127517,18.120805369127517,5,5,30.201342281879192,30.201342281879192
d292243c6499b2fe,f1b2aa7853d1ed6e,1,Kamaru Usman,9,-7,27.0,-21.0,30,-2,90.0,-6.0,7,0,21.0,0.0,8,-2,24.0,-6.0,2,1,6.0,3.0,2,1,6.0,3.0
d292243c6499b2fe,f1b2aa7853d1ed6e,2,Kamaru Usman,11,1,33.0,3.0,14,-7,42.0,-21.0,16,6,48.0,18.0,18,7,54.0,21.0,0,0,0.0,0.0,0,0,0.0,0.0
d292243c6499b2fe,f1b2aa7853d1ed6e,3,Kamaru Usman,6,-2,18.0,-6.0,14,-1,42.0,-3.0,2,-2,6.0,-6.0,5,1,15.0,3.0,6,6,18.0,18.0,8,8,24.0,24.0
d292243c6499b2fe,f1b2aa7853d1ed6e,4,Kamaru Usman,9,7,27.0,21.0,14,6,42.0,18.0,14,10,42.0,30.0,17,10,51.0,30.0,0,0,0.0,0.0,0,0,0.0,0.0
d292243c6499b2fe,f1b2aa7853d1ed6e,5,Kamaru Usman,7,5,21.0,15.0,14,0,42.0,0.0,0,-2,0.0,-6.0,1,-1,3.0,-3.0,5,5,15.0,15.0,6,6,18.0,18.0
94b1596c6ff9a25d,e1248941344b3288,1,Alexander Volkanovski,19,0,57.0,0.0,39,-8,117.0,-24.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
94b1596c6ff9a25d,e1248941344b3288,2,Alexander Volkanovski,22,1,66.0,3.0,47,-5,141.0,-15.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
94b1596c6ff9a25d,e1248941344b3288,3,Alexander Volkanovski,25,13,75.0,39.0,51,8,153.0,24.0,0,-3,0.0,-9.0,1,-3,3.0,-9.0,0,0,0.0,0.0,0,0,0.0,0.0
94b1596c6ff9a25d,e1248941344b3288,4,Alexander Volkanovski,34,11,102.0,33.0,62,3,186.0,9.0,0,-1,0.0,-3.0,1,-1,3.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0
94b1596c6ff9a25d,e1248941344b3288,5,Alexander Volkanovski,36,16,108.0,48.0,66,9,198.0,27.0,1,-2,3.0,-6.0,4,0,12.0,0.0,0,0,0.0,0.0,1,1,3.0,3.0
0f9be7ac405772f8,d661ce4da776fc20,1,Petr Yan,17,3,51.0,9.0,36,-3,108.0,-9.0,0,0,0.0,0.0,0,0,0.0,0.0,16,16,48.0,48.0,19,19,57.0,57.0
0f9be7ac405772f8,d661ce4da776fc20,2,Petr Yan,16,-8,48.0,-24.0,42,1,126.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
0f9be7ac405772f8,d661ce4da776fc20,3,Petr Yan,35,8,105.0,24.0,68,22,204.0,66.0,4,2,12.0,6.0,4,1,12.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
0f9be7ac405772f8,d661ce4da776fc20,4,Petr Yan,28,13,84.0,39.0,52,25,156.0,75.0,5,5,15.0,15.0,7,7,21.0,21.0,11,11,33.0,33.0,13,13,39.0,39.0
0f9be7ac405772f8,d661ce4da776fc20,5,Petr Yan,3,2,13.23529411764706,8.823529411764707,3,2,13.23529411764706,8.823529411764707,0,0,0.0,0.0,0,0,0.0,0.0,59,59,260.29411764705884,260.29411764705884,65,65,286.7647058823529,286.7647058823529
e16f42a666e163d8,6a1901c62ab3870f,1,Jessica Andrade,17,-11,51.0,-33.0,50,-21,150.0,-63.0,1,-2,3.0,-6.0,3,-1,9.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0
e16f42a666e163d8,6a1901c62ab3870f,2,Jessica Andrade,23,-6,69.0,-18.0,70,-8,210.0,-24.0,3,1,9.0,3.0,4,1,12.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
e16f42a666e163d8,6a1901c62ab3870f,3,Jessica Andrade,24,4,72.0,12.0,74,-2,222.0,-6.0,3,3,9.0,9.0,4,1,12.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
6e0c1faaf40caf9a,beecb672a279223e,1,Amanda Ribas,3,0,19.148936170212764,0.0,4,0,25.53191489361702,0.0,3,3,19.148936170212764,19.148936170212764,3,2,19.148936170212764,12.765957446808509,0,0,0.0,0.0,0,0,0.0,0.0
cd8cdb539deaa47f,0845c81e37d3bcb3,1,Volkan Oezdemir,39,13,117.0,39.0,83,23,249.0,69.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
cd8cdb539deaa47f,0845c81e37d3bcb3,2,Volkan Oezdemir,2,-5,36.734693877551024,-91.83673469387756,9,-4,165.3061224489796,-73.46938775510205,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
ce7cd2ec773bea7f,8adcbd525fab8d9b,1,Elizeu Zaleski dos,10,-2,30.0,-6.0,37,16,111.0,48.0,2,0,6.0,0.0,3,1,9.0,3.0,8,8,24.0,24.0,10,10,30.0,30.0
ce7cd2ec773bea7f,8adcbd525fab8d9b,2,Elizeu Zaleski dos,8,-5,24.0,-15.0,40,13,120.0,39.0,1,1,3.0,3.0,1,1,3.0,3.0,0,0,0.0,0.0,0,0,0.0,0.0
ce7cd2ec773bea7f,8adcbd525fab8d9b,3,Elizeu Zaleski dos,17,4,51.0,12.0,47,9,141.0,27.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
159646a9d2ae8ea5,f7d73e452b064bf2,1,Danny Henry,6,4,27.69230769230769,18.46153846153846,16,10,73.84615384615384,46.153846153846146,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
7c76c752c7abf2e0,d61316139d68dbe3,1,Roman Bogatov,18,1,54.0,3.0,49,7,147.0,21.0,1,-1,3.0,-3.0,1,-2,3.0,-6.0,0,-1,0.0,-3.0,0,-2,0.0,-6.0
7c76c752c7abf2e0,d61316139d68dbe3,2,Roman Bogatov,7,-16,21.0,-48.0,17,-20,51.0,-60.0,0,-7,0.0,-21.0,0,-8,0.0,-24.0,6,-7,18.0,-21.0,13,-3,39.0,-9.0
7c76c752c7abf2e0,d61316139d68dbe3,3,Roman Bogatov,12,10,36.0,30.0,30,20,90.0,60.0,5,4,15.0,12.0,6,5,18.0,15.0,1,1,3.0,3.0,1,1,3.0,3.0
137646de0ffd9c35,c9cf753cfdf77fc2,1,Marcin Tybura,5,-3,15.0,-9.0,15,4,45.0,12.0,4,3,12.0,9.0,5,3,15.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
137646de0ffd9c35,c9cf753cfdf77fc2,2,Marcin Tybura,5,3,15.0,9.0,12,6,36.0,18.0,2,-1,6.0,-3.0,3,0,9.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
137646de0ffd9c35,c9cf753cfdf77fc2,3,Marcin Tybura,4,0,12.0,0.0,10,0,30.0,0.0,0,0,0.0,0.0,3,3,9.0,9.0,4,4,12.0,12.0,4,4,12.0,12.0
0e8d5c16eb9cb1cf,82b4e942781b1046,1,Raulian Paiva,21,2,63.0,6.0,47,7,141.0,21.0,0,0,0.0,0.0,0,-1,0.0,-3.0,0,0,0.0,0.0,0,0,0.0,0.0
0e8d5c16eb9cb1cf,82b4e942781b1046,2,Raulian Paiva,16,-9,48.0,-27.0,40,-1,120.0,-3.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,0,-1,0.0,-3.0,0,-2,0.0,-6.0
